rank,date,season,name,mlbam,team,opponent,game,game_pk,game_date,game_status,venue,home_away,is_home,pitcher,probable_pitcher,opposing_pitcher,pitcher_mlbam,pitcher_hand,opponent_probable_pitcher,opponent_probable_pitcher_mlbam,team_probable_pitcher,team_probable_pitcher_mlbam,odds,book,implied,score,statcast,barrel_pct,hard_hit_pct,avg_ev,xslg,xwoba,launch_angle,raw_team,raw_game,odds_source_row,weather_boost,weather_match,weather_temp,weather_wind,weather_wind_deg,weather_desc,weather_park,trend,trend_score,hot_score,l5_games,l10_games,l15_games,l5_hr,l10_hr,l15_hr,l5_hits,l10_hits,l5_tb,l10_tb,l5_tbpg,l10_tbpg,l5_hitpg,l10_hitpg,l5_papg,l10_papg,trend_last_game,trend_match_type,pitcher_team,pitcher_status,pitcher_gs,pitcher_ip,pitcher_era,pitcher_whip,pitcher_xfip,pitcher_team_so,pitcher_last3,pitcher_k9,pitcher_bb9,pitcher_hr9,pitcher_attack_score,pitcher_attack_tag,pAtk,pitcher_match_type,park,ballpark,home_team,hr_park_score,parkScore,park_score,park_label,park_note,park_match_type,vegas_game_total,vegas_total_boost,vegas_total_match,vegas_total_source
184,2026-05-13,2026,Tyler Soderstrom,,Athletics,St. Louis Cardinals,St. Louis Cardinals @ Athletics,825010,2026-05-14T01:40:00Z,Scheduled,Sutter Health Park,home,1,Matthew Liberatore,Matthew Liberatore,Matthew Liberatore,669461,L,Matthew Liberatore,669461,J.T. Ginn,669372,475,BetMGM,17.39,37.97,missing,,,,,,,Athletics,St. Louis Cardinals @ Athletics,"{""player"":""Tyler Soderstrom"",""player_key"":""tyler soderstrom"",""team"":""Oakland Athletics"",""team_key"":""oakland athletics"",""game"":""St. Louis Cardinals @ Athletics"",""game_key"":""st louis cardinals @ athletics"",""market"":""HR"",""line"":""0.5"",""odds"":""475"",""book"":""BetMGM"",""consensus_odds"":""405"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+475 | FanDuel:+410 | Caesars:+400 | DraftKings:+381"",""raw_books_seen"":""BetMGM:+475 | FanDuel:+410 | Caesars:+400 | DraftKings:+381 | BetMGM:+475"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,St. Louis Cardinals,probable,8,42.0,4.07,1.43,5.58,8.57,4.80,6.21,3.43,1.71,71.52,LIVE,71.52,MATCH,Sutter Health Park,Sutter Health Park,Athletics,55.00,55.00,55.00,NEUTRAL,Neutral,MATCH,9.8,5.0,MATCH,the_odds_api_totals
185,2026-05-13,2026,Bobby Witt Jr.,,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Pre-Game,Rate Field,away,0,Noah Schultz,Noah Schultz,Noah Schultz,702273,L,Noah Schultz,702273,Seth Lugo,607625,475,BetMGM,17.39,37.97,missing,,,,,,,Kansas City Royals,Kansas City Royals @ Chicago White Sox,"{""player"":""Bobby Witt Jr."",""player_key"":""bobby witt"",""team"":""Kansas City Royals"",""team_key"":""kansas city royals"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""475"",""book"":""BetMGM"",""consensus_odds"":""466"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+475 | FanDuel:+470 | DraftKings:+461 | Caesars:+425"",""raw_books_seen"":""BetMGM:+475 | FanDuel:+470 | DraftKings:+461 | Caesars:+425 | BetMGM:+475"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago White Sox,probable,5,25.0,4.68,1.32,5.21,8.28,5.17,8.28,5.76,0.72,56.53,LIVE,56.53,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH,8.4,2.0,MATCH,the_odds_api_totals
186,2026-05-13,2026,Luke Raley,,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,824195,2026-05-14T00:10:00Z,Scheduled,Daikin Park,away,0,Lance McCullers Jr.,Lance McCullers Jr.,Lance McCullers Jr.,621121,R,Lance McCullers Jr.,621121,Bryce Miller,682243,474,DraftKings,17.42,37.96,missing,,,,,,,Seattle Mariners,Seattle Mariners @ Houston Astros,"{""player"":""Luke Raley"",""player_key"":""luke raley"",""team"":""Seattle Mariners"",""team_key"":""seattle mariners"",""game"":""Seattle Mariners @ Houston Astros"",""game_key"":""seattle mariners @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""474"",""book"":""DraftKings"",""consensus_odds"":""448"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+474 | FanDuel:+470 | Caesars:+425 | BetMGM:+425"",""raw_books_seen"":""DraftKings:+474 | FanDuel:+470 | Caesars:+425 | BetMGM:+425 | DraftKings:+474"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Houston Astros,probable,7,34.0,7.41,1.50,5.12,9.06,9.22,9.79,5.29,1.32,80.64,ATTACK,80.64,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH,9.3,5.0,MATCH,the_odds_api_totals
187,2026-05-13,2026,Julio Rodríguez,,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,824195,2026-05-14T00:10:00Z,Scheduled,Daikin Park,away,0,Lance McCullers Jr.,Lance McCullers Jr.,Lance McCullers Jr.,621121,R,Lance McCullers Jr.,621121,Bryce Miller,682243,470,FanDuel,17.54,37.91,missing,,,,,,,Seattle Mariners,Seattle Mariners @ Houston Astros,"{""player"":""Julio Rodríguez"",""player_key"":""julio rodriguez"",""team"":""Seattle Mariners"",""team_key"":""seattle mariners"",""game"":""Seattle Mariners @ Houston Astros"",""game_key"":""seattle mariners @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""470"",""book"":""FanDuel"",""consensus_odds"":""400"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+470 | DraftKings:+429 | Caesars:+370 | BetMGM:+310"",""raw_books_seen"":""FanDuel:+470 | DraftKings:+429 | Caesars:+370 | BetMGM:+310 | FanDuel:+470"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Houston Astros,probable,7,34.0,7.41,1.50,5.12,9.06,9.22,9.79,5.29,1.32,80.64,ATTACK,80.64,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH,9.3,5.0,MATCH,the_odds_api_totals
188,2026-05-13,2026,Spencer Steer,,Cincinnati Reds,Washington Nationals,Washington Nationals @ Cincinnati Reds,824519,2026-05-13T22:40:00Z,Pre-Game,Great American Ball Park,home,1,Jake Irvin,Jake Irvin,Jake Irvin,663623,R,Jake Irvin,663623,Nick Lodolo,666157,470,FanDuel,17.54,37.91,missing,,,,,,,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,"{""player"":""Spencer Steer"",""player_key"":""spencer steer"",""team"":""Cincinnati Reds"",""team_key"":""cincinnati reds"",""game"":""Washington Nationals @ Cincinnati Reds"",""game_key"":""washington nationals @ cincinnati reds"",""market"":""HR"",""line"":""0.5"",""odds"":""470"",""book"":""FanDuel"",""consensus_odds"":""426"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+470 | DraftKings:+451 | Caesars:+400 | BetMGM:+390"",""raw_books_seen"":""FanDuel:+470 | DraftKings:+451 | Caesars:+400 | BetMGM:+390 | FanDuel:+470"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Washington Nationals,probable,8,39.7,5.22,1.36,4.43,9.24,4.02,9.30,3.63,1.13,54.26,NEUTRAL,54.26,MATCH,Great American Ball Park,Great American Ball Park,Cincinnati Reds,78.00,78.00,78.00,POWER_BOOST,Major HR boost,MATCH,8.3,2.0,MATCH,the_odds_api_totals
189,2026-05-13,2026,Juan Soto,,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,823631,2026-05-13T23:10:00Z,Pre-Game,Citi Field,home,1,Framber Valdez,Framber Valdez,Framber Valdez,664285,L,Framber Valdez,664285,Christian Scott,681035,470,FanDuel,17.54,37.91,missing,,,,,,,New York Mets,Detroit Tigers @ New York Mets,"{""player"":""Juan Soto"",""player_key"":""juan soto"",""team"":""New York Mets"",""team_key"":""new york mets"",""game"":""Detroit Tigers @ New York Mets"",""game_key"":""detroit tigers @ new york mets"",""market"":""HR"",""line"":""0.5"",""odds"":""470"",""book"":""FanDuel"",""consensus_odds"":""432"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+470 | DraftKings:+464 | Caesars:+400 | BetMGM:+400"",""raw_books_seen"":""FanDuel:+470 | DraftKings:+464 | Caesars:+400 | BetMGM:+400 | FanDuel:+470"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Detroit Tigers,probable,8,43.3,4.57,1.41,4.84,7.88,7.43,7.27,3.12,1.04,59.25,LIVE,59.25,MATCH,Citi Field,Citi Field,New York Mets,43.00,43.00,43.00,NEUTRAL,Slight suppressor,MATCH,7.5,0.0,MATCH,the_odds_api_totals
190,2026-05-13,2026,Jake Burger,,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Pre-Game,Globe Life Field,home,1,Ryne Nelson,Ryne Nelson,Ryne Nelson,669194,R,Ryne Nelson,669194,Kumar Rocker,677958,470,FanDuel,17.54,37.91,missing,,,,,,,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Jake Burger"",""player_key"":""jake burger"",""team"":""Texas Rangers"",""team_key"":""texas rangers"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""470"",""book"":""FanDuel"",""consensus_odds"":""439"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+470 | DraftKings:+453 | Caesars:+425 | BetMGM:+380"",""raw_books_seen"":""FanDuel:+470 | DraftKings:+453 | Caesars:+425 | BetMGM:+380"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Arizona Diamondbacks,probable,8,38.0,5.68,1.26,4.83,8.85,4.15,8.29,3.32,1.89,69.33,LIVE,69.33,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.0,2.0,MATCH,the_odds_api_totals
191,2026-05-13,2026,Corbin Carroll,,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Pre-Game,Globe Life Field,away,0,Kumar Rocker,Kumar Rocker,Kumar Rocker,677958,R,Kumar Rocker,677958,Ryne Nelson,669194,451,DraftKings,18.15,37.63,missing,,,,,,,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Corbin Carroll"",""player_key"":""corbin carroll"",""team"":""Arizona Diamondbacks"",""team_key"":""arizona diamondbacks"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""451"",""book"":""DraftKings"",""consensus_odds"":""420"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+451 | FanDuel:+440 | Caesars:+400 | BetMGM:+380"",""raw_books_seen"":""DraftKings:+451 | FanDuel:+440 | Caesars:+400 | BetMGM:+380 | DraftKings:+451"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Texas Rangers,probable,7,32.3,5.01,1.52,5.11,8.16,7.71,7.52,3.62,1.11,68.56,LIVE,68.56,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.0,2.0,MATCH,the_odds_api_totals
192,2026-05-13,2026,Zack Gelof,,Athletics,St. Louis Cardinals,St. Louis Cardinals @ Athletics,825010,2026-05-14T01:40:00Z,Scheduled,Sutter Health Park,home,1,Matthew Liberatore,Matthew Liberatore,Matthew Liberatore,669461,L,Matthew Liberatore,669461,J.T. Ginn,669372,450,BetMGM,18.18,37.62,missing,,,,,,,Athletics,St. Louis Cardinals @ Athletics,"{""player"":""Zack Gelof"",""player_key"":""zack gelof"",""team"":""Oakland Athletics"",""team_key"":""oakland athletics"",""game"":""St. Louis Cardinals @ Athletics"",""game_key"":""st louis cardinals @ athletics"",""market"":""HR"",""line"":""0.5"",""odds"":""450"",""book"":""BetMGM"",""consensus_odds"":""390"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+450 | FanDuel:+390 | Caesars:+390 | DraftKings:+373"",""raw_books_seen"":""BetMGM:+450 | FanDuel:+390 | Caesars:+390 | DraftKings:+373 | BetMGM:+450"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,St. Louis Cardinals,probable,8,42.0,4.07,1.43,5.58,8.57,4.80,6.21,3.43,1.71,71.52,LIVE,71.52,MATCH,Sutter Health Park,Sutter Health Park,Athletics,55.00,55.00,55.00,NEUTRAL,Neutral,MATCH,9.8,5.0,MATCH,the_odds_api_totals
193,2026-05-13,2026,Michael Busch,,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Pre-Game,Truist Park,away,0,JR Ritchie,JR Ritchie,JR Ritchie,702275,R,JR Ritchie,702275,Shota Imanaga,684007,450,DraftKings,18.18,37.62,missing,,,,,,,Chicago Cubs,Chicago Cubs @ Atlanta Braves,"{""player"":""Michael Busch"",""player_key"":""michael busch"",""team"":""Chicago Cubs"",""team_key"":""chicago cubs"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""450"",""book"":""DraftKings"",""consensus_odds"":""423"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+450 | BetMGM:+425 | FanDuel:+420 | Caesars:+400"",""raw_books_seen"":""DraftKings:+450 | BetMGM:+425 | FanDuel:+420 | Caesars:+400"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Atlanta Braves,probable,3,17.3,3.63,1.50,6.63,7.69,3.63,6.75,6.23,2.08,78.23,ATTACK,78.23,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH,7.5,0.0,MATCH,the_odds_api_totals
194,2026-05-13,2026,Austin Riley,,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Pre-Game,Truist Park,home,1,Shota Imanaga,Shota Imanaga,Shota Imanaga,684007,L,Shota Imanaga,684007,JR Ritchie,702275,441,DraftKings,18.48,37.48,missing,,,,,,,Atlanta Braves,Chicago Cubs @ Atlanta Braves,"{""player"":""Austin Riley"",""player_key"":""austin riley"",""team"":""Atlanta Braves"",""team_key"":""atlanta braves"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""441"",""book"":""DraftKings"",""consensus_odds"":""405"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+441 | FanDuel:+410 | Caesars:+400 | BetMGM:+390"",""raw_books_seen"":""DraftKings:+441 | FanDuel:+410 | Caesars:+400 | BetMGM:+390 | DraftKings:+441"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago Cubs,probable,8,47.3,2.28,0.93,3.12,7.69,2.45,10.08,2.47,0.76,10.73,AVOID,10.73,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH,7.5,0.0,MATCH,the_odds_api_totals
195,2026-05-13,2026,Corey Seager,,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Pre-Game,Globe Life Field,home,1,Ryne Nelson,Ryne Nelson,Ryne Nelson,669194,R,Ryne Nelson,669194,Kumar Rocker,677958,441,DraftKings,18.48,37.48,missing,,,,,,,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Corey Seager"",""player_key"":""corey seager"",""team"":""Texas Rangers"",""team_key"":""texas rangers"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""441"",""book"":""DraftKings"",""consensus_odds"":""405"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+441 | FanDuel:+420 | Caesars:+390 | BetMGM:+340"",""raw_books_seen"":""DraftKings:+441 | FanDuel:+420 | Caesars:+390 | BetMGM:+340 | DraftKings:+441"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Arizona Diamondbacks,probable,8,38.0,5.68,1.26,4.83,8.85,4.15,8.29,3.32,1.89,69.33,LIVE,69.33,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.0,2.0,MATCH,the_odds_api_totals
196,2026-05-13,2026,Teoscar Hernández,,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,home,1,Robbie Ray,Robbie Ray,Robbie Ray,592662,L,Robbie Ray,592662,Shohei Ohtani,660271,440,DraftKings,18.52,37.47,missing,,,,,,,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Teoscar Hernández"",""player_key"":""teoscar hernandez"",""team"":""Los Angeles Dodgers"",""team_key"":""los angeles dodgers"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""440"",""book"":""DraftKings"",""consensus_odds"":""395"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+440 | FanDuel:+420 | Caesars:+370 | BetMGM:+300"",""raw_books_seen"":""DraftKings:+440 | FanDuel:+420 | Caesars:+370 | BetMGM:+300 | DraftKings:+440"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Francisco Giants,probable,8,45.7,2.76,1.09,4.28,7.85,2.60,9.26,3.55,1.58,40.25,NEUTRAL,40.25,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.5,2.0,MATCH,the_odds_api_totals
197,2026-05-13,2026,Colby Thomas,,Athletics,St. Louis Cardinals,St. Louis Cardinals @ Athletics,825010,2026-05-14T01:40:00Z,Scheduled,Sutter Health Park,home,1,Matthew Liberatore,Matthew Liberatore,Matthew Liberatore,669461,L,Matthew Liberatore,669461,J.T. Ginn,669372,430,FanDuel,18.87,37.31,missing,,,,,,,Athletics,St. Louis Cardinals @ Athletics,"{""player"":""Colby Thomas"",""player_key"":""colby thomas"",""team"":""Oakland Athletics"",""team_key"":""oakland athletics"",""game"":""St. Louis Cardinals @ Athletics"",""game_key"":""st louis cardinals @ athletics"",""market"":""HR"",""line"":""0.5"",""odds"":""430"",""book"":""FanDuel"",""consensus_odds"":""392"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+430 | DraftKings:+413 | Caesars:+370 | BetMGM:+333"",""raw_books_seen"":""FanDuel:+430 | DraftKings:+413 | Caesars:+370 | BetMGM:+333 | FanDuel:+430"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,St. Louis Cardinals,probable,8,42.0,4.07,1.43,5.58,8.57,4.80,6.21,3.43,1.71,71.52,LIVE,71.52,MATCH,Sutter Health Park,Sutter Health Park,Athletics,55.00,55.00,55.00,NEUTRAL,Neutral,MATCH,9.8,5.0,MATCH,the_odds_api_totals
198,2026-05-13,2026,Salvador Perez,,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Pre-Game,Rate Field,away,0,Noah Schultz,Noah Schultz,Noah Schultz,702273,L,Noah Schultz,702273,Seth Lugo,607625,430,FanDuel,18.87,37.31,missing,,,,,,,Kansas City Royals,Kansas City Royals @ Chicago White Sox,"{""player"":""Salvador Perez"",""player_key"":""salvador perez"",""team"":""Kansas City Royals"",""team_key"":""kansas city royals"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""430"",""book"":""FanDuel"",""consensus_odds"":""401"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+430 | DraftKings:+402 | Caesars:+400 | BetMGM:+400"",""raw_books_seen"":""FanDuel:+430 | DraftKings:+402 | Caesars:+400 | BetMGM:+400"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago White Sox,probable,5,25.0,4.68,1.32,5.21,8.28,5.17,8.28,5.76,0.72,56.53,LIVE,56.53,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH,8.4,2.0,MATCH,the_odds_api_totals
199,2026-05-13,2026,Ian Happ,,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Pre-Game,Truist Park,away,0,JR Ritchie,JR Ritchie,JR Ritchie,702275,R,JR Ritchie,702275,Shota Imanaga,684007,430,DraftKings,18.87,37.31,missing,,,,,,,Chicago Cubs,Chicago Cubs @ Atlanta Braves,"{""player"":""Ian Happ"",""player_key"":""ian happ"",""team"":""Chicago Cubs"",""team_key"":""chicago cubs"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""430"",""book"":""DraftKings"",""consensus_odds"":""408"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+430 | BetMGM:+425 | Caesars:+390 | FanDuel:+390"",""raw_books_seen"":""DraftKings:+430 | BetMGM:+425 | Caesars:+390 | FanDuel:+390 | DraftKings:+430"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Atlanta Braves,probable,3,17.3,3.63,1.50,6.63,7.69,3.63,6.75,6.23,2.08,78.23,ATTACK,78.23,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH,7.5,0.0,MATCH,the_odds_api_totals
200,2026-05-13,2026,Ketel Marte,,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Pre-Game,Globe Life Field,away,0,Kumar Rocker,Kumar Rocker,Kumar Rocker,677958,R,Kumar Rocker,677958,Ryne Nelson,669194,426,DraftKings,19.01,37.24,missing,,,,,,,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Ketel Marte"",""player_key"":""ketel marte"",""team"":""Arizona Diamondbacks"",""team_key"":""arizona diamondbacks"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""426"",""book"":""DraftKings"",""consensus_odds"":""405"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+426 | FanDuel:+420 | Caesars:+390 | BetMGM:+350"",""raw_books_seen"":""DraftKings:+426 | FanDuel:+420 | Caesars:+390 | BetMGM:+350 | DraftKings:+426"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Texas Rangers,probable,7,32.3,5.01,1.52,5.11,8.16,7.71,7.52,3.62,1.11,68.56,LIVE,68.56,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.0,2.0,MATCH,the_odds_api_totals
