rank,date,season,name,mlbam,team,opponent,game,game_pk,game_date,game_status,venue,home_away,is_home,pitcher,probable_pitcher,opposing_pitcher,pitcher_mlbam,pitcher_hand,opponent_probable_pitcher,opponent_probable_pitcher_mlbam,team_probable_pitcher,team_probable_pitcher_mlbam,odds,book,implied,score,statcast,barrel_pct,hard_hit_pct,avg_ev,xslg,xwoba,launch_angle,raw_team,raw_game,odds_source_row,weather_boost,weather_match,weather_temp,weather_wind,weather_wind_deg,weather_desc,weather_park,trend,trend_score,hot_score,l5_games,l10_games,l15_games,l5_hr,l10_hr,l15_hr,l5_hits,l10_hits,l5_tb,l10_tb,l5_tbpg,l10_tbpg,l5_hitpg,l10_hitpg,l5_papg,l10_papg,trend_last_game,trend_match_type,pitcher_team,pitcher_status,pitcher_gs,pitcher_ip,pitcher_era,pitcher_whip,pitcher_xfip,pitcher_team_so,pitcher_last3,pitcher_k9,pitcher_bb9,pitcher_hr9,pitcher_attack_score,pitcher_attack_tag,pAtk,pitcher_match_type,park,ballpark,home_team,hr_park_score,parkScore,park_score,park_label,park_note,park_match_type,vegas_game_total,vegas_total_boost,vegas_total_match,vegas_total_source
201,2026-05-13,2026,Seiya Suzuki,,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Pre-Game,Truist Park,away,0,JR Ritchie,JR Ritchie,JR Ritchie,702275,R,JR Ritchie,702275,Shota Imanaga,684007,425,BetMGM,19.05,37.23,missing,,,,,,,Chicago Cubs,Chicago Cubs @ Atlanta Braves,"{""player"":""Seiya Suzuki"",""player_key"":""seiya suzuki"",""team"":""Chicago Cubs"",""team_key"":""chicago cubs"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""425"",""book"":""BetMGM"",""consensus_odds"":""412"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+425 | DraftKings:+413 | FanDuel:+410 | Caesars:+390"",""raw_books_seen"":""BetMGM:+425 | DraftKings:+413 | FanDuel:+410 | Caesars:+390"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Atlanta Braves,probable,3,17.3,3.63,1.50,6.63,7.69,3.63,6.75,6.23,2.08,78.23,ATTACK,78.23,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH,7.5,0.0,MATCH,the_odds_api_totals
202,2026-05-13,2026,Riley Greene,,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,823631,2026-05-13T23:10:00Z,Pre-Game,Citi Field,away,0,Christian Scott,Christian Scott,Christian Scott,681035,R,Christian Scott,681035,Framber Valdez,664285,423,DraftKings,19.12,37.20,missing,,,,,,,Detroit Tigers,Detroit Tigers @ New York Mets,"{""player"":""Riley Greene"",""player_key"":""riley greene"",""team"":""Detroit Tigers"",""team_key"":""detroit tigers"",""game"":""Detroit Tigers @ New York Mets"",""game_key"":""detroit tigers @ new york mets"",""market"":""HR"",""line"":""0.5"",""odds"":""423"",""book"":""DraftKings"",""consensus_odds"":""390"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+423 | FanDuel:+390 | Caesars:+390 | BetMGM:+375"",""raw_books_seen"":""DraftKings:+423 | FanDuel:+390 | Caesars:+390 | BetMGM:+375 | DraftKings:+423"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,New York Mets,probable,3,11.0,3.27,1.18,3.95,8.39,3.27,12.27,5.73,0.82,34.58,AVOID,34.58,MATCH,Citi Field,Citi Field,New York Mets,43.00,43.00,43.00,NEUTRAL,Slight suppressor,MATCH,7.5,0.0,MATCH,the_odds_api_totals
203,2026-05-13,2026,Zach Cole,,Houston Astros,Seattle Mariners,Seattle Mariners @ Houston Astros,824195,2026-05-14T00:10:00Z,Scheduled,Daikin Park,home,1,Bryce Miller,Bryce Miller,Bryce Miller,682243,R,Bryce Miller,682243,Lance McCullers Jr.,621121,420,FanDuel,19.23,37.15,missing,,,,,,,Houston Astros,Seattle Mariners @ Houston Astros,"{""player"":""Zach Cole"",""player_key"":""zach cole"",""team"":""Houston Astros"",""team_key"":""houston astros"",""game"":""Seattle Mariners @ Houston Astros"",""game_key"":""seattle mariners @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""420"",""book"":""FanDuel"",""consensus_odds"":""397"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+420 | Caesars:+400 | DraftKings:+394 | BetMGM:+340"",""raw_books_seen"":""FanDuel:+420 | Caesars:+400 | DraftKings:+394 | BetMGM:+340"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Seattle Mariners,probable,0,0.0,0.00,0.00,3.59,7.91,0.00,0.00,0.00,0.00,2.92,AVOID,2.92,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH,9.3,5.0,MATCH,the_odds_api_totals
204,2026-05-13,2026,Will Smith,,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,home,1,Robbie Ray,Robbie Ray,Robbie Ray,592662,L,Robbie Ray,592662,Shohei Ohtani,660271,420,FanDuel,19.23,37.15,missing,,,,,,,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Will Smith"",""player_key"":""will smith"",""team"":""Los Angeles Dodgers"",""team_key"":""los angeles dodgers"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""420"",""book"":""FanDuel"",""consensus_odds"":""408"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+420 | DraftKings:+415 | BetMGM:+400 | Caesars:+390"",""raw_books_seen"":""FanDuel:+420 | DraftKings:+415 | BetMGM:+400 | Caesars:+390"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Francisco Giants,probable,8,45.7,2.76,1.09,4.28,7.85,2.60,9.26,3.55,1.58,40.25,NEUTRAL,40.25,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.5,2.0,MATCH,the_odds_api_totals
205,2026-05-13,2026,Hunter Goodman,,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,823386,2026-05-13T22:40:00Z,Pre-Game,PNC Park,away,0,Mitch Keller,Mitch Keller,Mitch Keller,656605,R,Mitch Keller,656605,Jose Quintana,500779,407,DraftKings,19.72,36.92,missing,,,,,,,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,"{""player"":""Hunter Goodman"",""player_key"":""hunter goodman"",""team"":""Colorado Rockies"",""team_key"":""colorado rockies"",""game"":""Colorado Rockies @ Pittsburgh Pirates"",""game_key"":""colorado rockies @ pittsburgh pirates"",""market"":""HR"",""line"":""0.5"",""odds"":""407"",""book"":""DraftKings"",""consensus_odds"":""395"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+407 | BetMGM:+400 | Caesars:+390 | FanDuel:+390"",""raw_books_seen"":""DraftKings:+407 | BetMGM:+400 | Caesars:+390 | FanDuel:+390"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Pittsburgh Pirates,probable,8,47.0,2.87,1.04,4.10,9.79,3.00,6.70,2.68,0.38,15.79,AVOID,15.79,MATCH,PNC Park,PNC Park,Pittsburgh Pirates,39.00,39.00,39.00,SUPPRESSOR,HR suppressor,MATCH,8.0,2.0,MATCH,the_odds_api_totals
206,2026-05-13,2026,Mickey Moniak,,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,823386,2026-05-13T22:40:00Z,Pre-Game,PNC Park,away,0,Mitch Keller,Mitch Keller,Mitch Keller,656605,R,Mitch Keller,656605,Jose Quintana,500779,404,DraftKings,19.84,36.87,missing,,,,,,,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,"{""player"":""Mickey Moniak"",""player_key"":""mickey moniak"",""team"":""Colorado Rockies"",""team_key"":""colorado rockies"",""game"":""Colorado Rockies @ Pittsburgh Pirates"",""game_key"":""colorado rockies @ pittsburgh pirates"",""market"":""HR"",""line"":""0.5"",""odds"":""404"",""book"":""DraftKings"",""consensus_odds"":""395"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+404 | BetMGM:+400 | FanDuel:+390 | Caesars:+370"",""raw_books_seen"":""DraftKings:+404 | BetMGM:+400 | FanDuel:+390 | Caesars:+370 | DraftKings:+404"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Pittsburgh Pirates,probable,8,47.0,2.87,1.04,4.10,9.79,3.00,6.70,2.68,0.38,15.79,AVOID,15.79,MATCH,PNC Park,PNC Park,Pittsburgh Pirates,39.00,39.00,39.00,SUPPRESSOR,HR suppressor,MATCH,8.0,2.0,MATCH,the_odds_api_totals
207,2026-05-13,2026,Kyle Stowers,,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,823710,2026-05-13T23:40:00Z,Scheduled,Target Field,away,0,Simeon Woods Richardson,Simeon Woods Richardson,Simeon Woods Richardson,680573,R,Simeon Woods Richardson,680573,Max Meyer,676974,400,BetMGM,20.00,36.80,missing,,,,,,,Miami Marlins,Miami Marlins @ Minnesota Twins,"{""player"":""Kyle Stowers"",""player_key"":""kyle stowers"",""team"":""Miami Marlins"",""team_key"":""miami marlins"",""game"":""Miami Marlins @ Minnesota Twins"",""game_key"":""miami marlins @ minnesota twins"",""market"":""HR"",""line"":""0.5"",""odds"":""400"",""book"":""BetMGM"",""consensus_odds"":""365"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+400 | Caesars:+370 | FanDuel:+360 | DraftKings:+349"",""raw_books_seen"":""BetMGM:+400 | Caesars:+370 | FanDuel:+360 | DraftKings:+349 | BetMGM:+400"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Minnesota Twins,probable,8,39.0,6.92,1.72,6.60,8.22,8.78,4.38,3.69,1.85,93.63,ATTACK,93.63,MATCH,Target Field,Target Field,Minnesota Twins,50.00,50.00,50.00,NEUTRAL,Neutral,MATCH,8.5,2.0,MATCH,the_odds_api_totals
208,2026-05-13,2026,Oneil Cruz,,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,823386,2026-05-13T22:40:00Z,Pre-Game,PNC Park,home,1,Jose Quintana,Jose Quintana,Jose Quintana,500779,L,Jose Quintana,500779,Mitch Keller,656605,400,BetMGM,20.00,36.80,missing,,,,,,,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,"{""player"":""Oneil Cruz"",""player_key"":""oneil cruz"",""team"":""Pittsburgh Pirates"",""team_key"":""pittsburgh pirates"",""game"":""Colorado Rockies @ Pittsburgh Pirates"",""game_key"":""colorado rockies @ pittsburgh pirates"",""market"":""HR"",""line"":""0.5"",""odds"":""400"",""book"":""BetMGM"",""consensus_odds"":""365"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+400 | FanDuel:+370 | DraftKings:+359 | Caesars:+350"",""raw_books_seen"":""BetMGM:+400 | FanDuel:+370 | DraftKings:+359 | Caesars:+350 | BetMGM:+400"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Colorado Rockies,probable,6,30.0,3.90,1.33,6.08,8.73,2.12,4.20,3.90,1.50,59.23,LIVE,59.23,MATCH,PNC Park,PNC Park,Pittsburgh Pirates,39.00,39.00,39.00,SUPPRESSOR,HR suppressor,MATCH,8.0,2.0,MATCH,the_odds_api_totals
209,2026-05-13,2026,Matt Olson,,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Pre-Game,Truist Park,home,1,Shota Imanaga,Shota Imanaga,Shota Imanaga,684007,L,Shota Imanaga,684007,JR Ritchie,702275,400,DraftKings,20.00,36.80,missing,,,,,,,Atlanta Braves,Chicago Cubs @ Atlanta Braves,"{""player"":""Matt Olson"",""player_key"":""matt olson"",""team"":""Atlanta Braves"",""team_key"":""atlanta braves"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""400"",""book"":""DraftKings"",""consensus_odds"":""385"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+400 | FanDuel:+390 | BetMGM:+380 | Caesars:+350"",""raw_books_seen"":""DraftKings:+400 | FanDuel:+390 | BetMGM:+380 | Caesars:+350 | DraftKings:+400"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago Cubs,probable,8,47.3,2.28,0.93,3.12,7.69,2.45,10.08,2.47,0.76,10.73,AVOID,10.73,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH,7.5,0.0,MATCH,the_odds_api_totals
210,2026-05-13,2026,Kazuma Okamoto,,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Pre-Game,Rogers Centre,home,1,Griffin Jax,Griffin Jax,Griffin Jax,643377,R,Griffin Jax,643377,Dylan Cease,656302,398,DraftKings,20.08,36.76,missing,,,,,,,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Kazuma Okamoto"",""player_key"":""kazuma okamoto"",""team"":""Toronto Blue Jays"",""team_key"":""toronto blue jays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""398"",""book"":""DraftKings"",""consensus_odds"":""355"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+398 | FanDuel:+360 | Caesars:+350 | BetMGM:+340"",""raw_books_seen"":""DraftKings:+398 | FanDuel:+360 | Caesars:+350 | BetMGM:+340 | DraftKings:+398"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Tampa Bay Rays,probable,3,18.0,5.00,1.44,5.39,6.98,2.00,8.50,5.00,1.50,67.84,LIVE,67.84,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,7.5,0.0,MATCH,the_odds_api_totals
211,2026-05-13,2026,JJ Bleday,,Cincinnati Reds,Washington Nationals,Washington Nationals @ Cincinnati Reds,824519,2026-05-13T22:40:00Z,Pre-Game,Great American Ball Park,home,1,Jake Irvin,Jake Irvin,Jake Irvin,663623,R,Jake Irvin,663623,Nick Lodolo,666157,390,FanDuel,20.41,36.62,missing,,,,,,,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,"{""player"":""JJ Bleday"",""player_key"":""jj bleday"",""team"":""Cincinnati Reds"",""team_key"":""cincinnati reds"",""game"":""Washington Nationals @ Cincinnati Reds"",""game_key"":""washington nationals @ cincinnati reds"",""market"":""HR"",""line"":""0.5"",""odds"":""390"",""book"":""FanDuel"",""consensus_odds"":""352"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+390 | DraftKings:+374 | Caesars:+330 | BetMGM:+310"",""raw_books_seen"":""FanDuel:+390 | DraftKings:+374 | Caesars:+330 | BetMGM:+310 | FanDuel:+390"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Washington Nationals,probable,8,39.7,5.22,1.36,4.43,9.24,4.02,9.30,3.63,1.13,54.26,NEUTRAL,54.26,MATCH,Great American Ball Park,Great American Ball Park,Cincinnati Reds,78.00,78.00,78.00,POWER_BOOST,Major HR boost,MATCH,8.3,2.0,MATCH,the_odds_api_totals
212,2026-05-13,2026,Mookie Betts,,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,home,1,Robbie Ray,Robbie Ray,Robbie Ray,592662,L,Robbie Ray,592662,Shohei Ohtani,660271,390,BetMGM,20.41,36.62,missing,,,,,,,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Mookie Betts"",""player_key"":""mookie betts"",""team"":""Los Angeles Dodgers"",""team_key"":""los angeles dodgers"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""390"",""book"":""BetMGM"",""consensus_odds"":""330"",""trusted_books_count"":""3"",""trusted_books"":""BetMGM:+390 | Caesars:+330 | DraftKings:+319"",""raw_books_seen"":""BetMGM:+390 | Caesars:+330 | DraftKings:+319 | BetMGM:+390"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Francisco Giants,probable,8,45.7,2.76,1.09,4.28,7.85,2.60,9.26,3.55,1.58,40.25,NEUTRAL,40.25,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.5,2.0,MATCH,the_odds_api_totals
213,2026-05-13,2026,Sal Stewart,,Cincinnati Reds,Washington Nationals,Washington Nationals @ Cincinnati Reds,824519,2026-05-13T22:40:00Z,Pre-Game,Great American Ball Park,home,1,Jake Irvin,Jake Irvin,Jake Irvin,663623,R,Jake Irvin,663623,Nick Lodolo,666157,369,DraftKings,21.32,36.21,missing,,,,,,,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,"{""player"":""Sal Stewart"",""player_key"":""sal stewart"",""team"":""Cincinnati Reds"",""team_key"":""cincinnati reds"",""game"":""Washington Nationals @ Cincinnati Reds"",""game_key"":""washington nationals @ cincinnati reds"",""market"":""HR"",""line"":""0.5"",""odds"":""369"",""book"":""DraftKings"",""consensus_odds"":""340"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+369 | FanDuel:+350 | Caesars:+330 | BetMGM:+310"",""raw_books_seen"":""DraftKings:+369 | FanDuel:+350 | Caesars:+330 | BetMGM:+310 | DraftKings:+369"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Washington Nationals,probable,8,39.7,5.22,1.36,4.43,9.24,4.02,9.30,3.63,1.13,54.26,NEUTRAL,54.26,MATCH,Great American Ball Park,Great American Ball Park,Cincinnati Reds,78.00,78.00,78.00,POWER_BOOST,Major HR boost,MATCH,8.3,2.0,MATCH,the_odds_api_totals
214,2026-05-13,2026,James Wood,,Washington Nationals,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,824519,2026-05-13T22:40:00Z,Pre-Game,Great American Ball Park,away,0,Nick Lodolo,Nick Lodolo,Nick Lodolo,666157,L,Nick Lodolo,666157,Jake Irvin,663623,362,DraftKings,21.65,36.06,missing,,,,,,,Washington Nationals,Washington Nationals @ Cincinnati Reds,"{""player"":""James Wood"",""player_key"":""james wood"",""team"":""Washington Nationals"",""team_key"":""washington nationals"",""game"":""Washington Nationals @ Cincinnati Reds"",""game_key"":""washington nationals @ cincinnati reds"",""market"":""HR"",""line"":""0.5"",""odds"":""362"",""book"":""DraftKings"",""consensus_odds"":""355"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+362 | FanDuel:+360 | Caesars:+350 | BetMGM:+340"",""raw_books_seen"":""DraftKings:+362 | FanDuel:+360 | Caesars:+350 | BetMGM:+340"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Cincinnati Reds,probable,1,5.3,6.75,1.13,6.15,8.28,6.75,3.38,1.69,3.38,77.17,ATTACK,77.17,MATCH,Great American Ball Park,Great American Ball Park,Cincinnati Reds,78.00,78.00,78.00,POWER_BOOST,Major HR boost,MATCH,8.3,2.0,MATCH,the_odds_api_totals
215,2026-05-13,2026,Colson Montgomery,,Chicago White Sox,Kansas City Royals,Kansas City Royals @ Chicago White Sox,824603,2026-05-13T23:40:00Z,Pre-Game,Rate Field,home,1,Seth Lugo,Seth Lugo,Seth Lugo,607625,R,Seth Lugo,607625,Noah Schultz,702273,350,BetMGM,22.22,35.80,missing,,,,,,,Chicago White Sox,Kansas City Royals @ Chicago White Sox,"{""player"":""Colson Montgomery"",""player_key"":""colson montgomery"",""team"":""Chicago White Sox"",""team_key"":""chicago white sox"",""game"":""Kansas City Royals @ Chicago White Sox"",""game_key"":""kansas city royals @ chicago white sox"",""market"":""HR"",""line"":""0.5"",""odds"":""350"",""book"":""BetMGM"",""consensus_odds"":""338"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+350 | DraftKings:+346 | Caesars:+330 | FanDuel:+330"",""raw_books_seen"":""BetMGM:+350 | DraftKings:+346 | Caesars:+330 | FanDuel:+330 | BetMGM:+350"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Kansas City Royals,probable,8,47.7,3.21,1.36,4.25,9.30,7.16,7.93,3.21,0.19,36.99,AVOID,36.99,MATCH,Rate Field,Rate Field,Chicago White Sox,62.00,62.00,62.00,BOOST,HR friendly,MATCH,8.4,2.0,MATCH,the_odds_api_totals
216,2026-05-13,2026,Christian Walker,,Houston Astros,Seattle Mariners,Seattle Mariners @ Houston Astros,824195,2026-05-14T00:10:00Z,Scheduled,Daikin Park,home,1,Bryce Miller,Bryce Miller,Bryce Miller,682243,R,Bryce Miller,682243,Lance McCullers Jr.,621121,350,FanDuel,22.22,35.80,missing,,,,,,,Houston Astros,Seattle Mariners @ Houston Astros,"{""player"":""Christian Walker"",""player_key"":""christian walker"",""team"":""Houston Astros"",""team_key"":""houston astros"",""game"":""Seattle Mariners @ Houston Astros"",""game_key"":""seattle mariners @ houston astros"",""market"":""HR"",""line"":""0.5"",""odds"":""350"",""book"":""FanDuel"",""consensus_odds"":""339"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+350 | DraftKings:+347 | Caesars:+330 | BetMGM:+310"",""raw_books_seen"":""FanDuel:+350 | DraftKings:+347 | Caesars:+330 | BetMGM:+310 | FanDuel:+350"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Seattle Mariners,probable,0,0.0,0.00,0.00,3.59,7.91,0.00,0.00,0.00,0.00,2.92,AVOID,2.92,MATCH,Daikin Park,Daikin Park,Houston Astros,59.00,59.00,59.00,SLIGHT_BOOST,Slight HR boost,MATCH,9.3,5.0,MATCH,the_odds_api_totals
217,2026-05-13,2026,Nick Kurtz,,Athletics,St. Louis Cardinals,St. Louis Cardinals @ Athletics,825010,2026-05-14T01:40:00Z,Scheduled,Sutter Health Park,home,1,Matthew Liberatore,Matthew Liberatore,Matthew Liberatore,669461,L,Matthew Liberatore,669461,J.T. Ginn,669372,333,BetMGM,23.09,35.41,missing,,,,,,,Athletics,St. Louis Cardinals @ Athletics,"{""player"":""Nick Kurtz"",""player_key"":""nick kurtz"",""team"":""Oakland Athletics"",""team_key"":""oakland athletics"",""game"":""St. Louis Cardinals @ Athletics"",""game_key"":""st louis cardinals @ athletics"",""market"":""HR"",""line"":""0.5"",""odds"":""333"",""book"":""BetMGM"",""consensus_odds"":""320"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+333 | FanDuel:+320 | Caesars:+320 | DraftKings:+307"",""raw_books_seen"":""BetMGM:+333 | FanDuel:+320 | Caesars:+320 | DraftKings:+307 | BetMGM:+333"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,St. Louis Cardinals,probable,8,42.0,4.07,1.43,5.58,8.57,4.80,6.21,3.43,1.71,71.52,LIVE,71.52,MATCH,Sutter Health Park,Sutter Health Park,Athletics,55.00,55.00,55.00,NEUTRAL,Neutral,MATCH,9.8,5.0,MATCH,the_odds_api_totals
