player,player_key,player_id,team,game,event_id,market,line,best_odds,best_book,book_count,market_average_odds,all_books,source
Ben Williamson,ben williamson,BEN_WILLIAMSON_1_MLB,TAMPA_BAY_RAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,2+ TB,1.5,222,draftkings,8,-9,draftkings:+222 | fanduel:+220 | draftkings:+149 | fanduel:+145 | espnbet:-190 | bovada:-204 | caesars:-205 | betmgm:-210,SportsGameOdds
Billy Cook,billy cook,BILLY_COOK_1_MLB,PITTSBURGH_PIRATES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,2+ TB,1.5,230,draftkings,6,-10,draftkings:+230 | fanduel:+180 | bovada:-112 | betmgm:-120 | espnbet:-120 | caesars:-121,SportsGameOdds
Bo Bichette,bo bichette,BO_BICHETTE_1_MLB,NEW_YORK_METS_MLB,Detroit Tigers @ New York Mets,aGdkSVb1whCl56ULTR5l,2+ TB,1.5,115,betmgm,6,75,betmgm:+115 | draftkings:+111 | bovada:+110 | espnbet:+110 | caesars:+107 | fanduel:-105,SportsGameOdds
Bobby Witt Jr.,bobby witt,BOBBY_WITT_JR_1_MLB,KANSAS_CITY_ROYALS_MLB,Kansas City Royals @ Chicago White Sox,eh92iFxRJBgVtWE9h1zC,2+ TB,1.5,105,betmgm,6,-4,betmgm:+105 | bovada:+100 | espnbet:+100 | draftkings:-101 | caesars:-105 | fanduel:-125,SportsGameOdds
Brady House,brady house,BRADY_HOUSE_1_MLB,WASHINGTON_NATIONALS_MLB,Washington Nationals @ Cincinnati Reds,9WCX5PHvY5z4Ssc6Rkjl,2+ TB,1.5,158,draftkings,6,94,draftkings:+158 | bovada:+155 | caesars:+144 | espnbet:+140 | fanduel:+130 | betmgm:-165,SportsGameOdds
Brandon Lowe,brandon lowe,BRANDON_LOWE_1_MLB,PITTSBURGH_PIRATES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,2+ TB,1.5,151,draftkings,5,-42,draftkings:+151 | fanduel:+130 | betmgm:-160 | bovada:-161 | caesars:-170,SportsGameOdds
Brandon Marsh,brandon marsh,BRANDON_MARSH_1_MLB,PHILADELPHIA_PHILLIES_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,2+ TB,1.5,125,espnbet,6,79,espnbet:+125 | bovada:+120 | draftkings:+114 | caesars:+114 | betmgm:+105 | fanduel:-105,SportsGameOdds
Brandon Nimmo,brandon nimmo,BRANDON_NIMMO_1_MLB,TEXAS_RANGERS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,2+ TB,1.5,130,bovada,5,121,bovada:+130 | draftkings:+130 | espnbet:+125 | caesars:+122 | fanduel:+100,SportsGameOdds
Brandon Valenzuela,brandon valenzuela,BRANDON_VALENZUELA_1_MLB,TORONTO_BLUE_JAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,2+ TB,1.5,105,betmgm,1,105,betmgm:+105,SportsGameOdds
Brendan Donovan,brendan donovan,BRENDAN_DONOVAN_1_MLB,SEATTLE_MARINERS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,2+ TB,1.5,120,espnbet,6,76,espnbet:+120 | betmgm:+120 | caesars:+108 | draftkings:+105 | bovada:+105 | fanduel:-105,SportsGameOdds
Brent Rooker,brent rooker,BRENT_ROOKER_1_MLB,OAKLAND_ATHLETICS_MLB,St. Louis Cardinals @ Athletics,e2nlMFGSQ0jUFI0WGwsy,2+ TB,1.5,100,betmgm,6,-87,betmgm:+100 | espnbet:-110 | caesars:-114 | bovada:-120 | draftkings:-122 | fanduel:-155,SportsGameOdds
Brett Baty,brett baty,BRETT_BATY_1_MLB,NEW_YORK_METS_MLB,Detroit Tigers @ New York Mets,aGdkSVb1whCl56ULTR5l,2+ TB,1.5,185,fanduel,4,22,fanduel:+185 | draftkings:+182 | betmgm:-140 | caesars:-141,SportsGameOdds
Brice Matthews,brice matthews,BRICE_MATTHEWS_1_MLB,HOUSTON_ASTROS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,2+ TB,1.5,209,draftkings,6,-9,draftkings:+209 | fanduel:+200 | betmgm:-110 | bovada:-115 | caesars:-120 | espnbet:-120,SportsGameOdds
Brice Turang,brice turang,BRICE_TURANG_1_MLB,MILWAUKEE_BREWERS_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,2+ TB,1.5,156,draftkings,12,3,draftkings:+156 | fanduel:+145 | caesars:+143 | bovada:+141 | espnbet:+140 | draftkings:+131 | fanduel:+125 | espnbet:-180 | bovada:-182 | caesars:-182 | betmgm:-190 | betmgm:-210,SportsGameOdds
Brooks Lee,brooks lee,BROOKS_LEE_1_MLB,MINNESOTA_TWINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,2+ TB,1.5,165,fanduel,6,-57,fanduel:+165 | draftkings:+163 | betmgm:-160 | espnbet:-165 | caesars:-173 | bovada:-175,SportsGameOdds
Bryan Reynolds,bryan reynolds,BRYAN_REYNOLDS_1_MLB,PITTSBURGH_PIRATES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,2+ TB,1.5,145,betmgm,6,124,betmgm:+145 | espnbet:+130 | caesars:+120 | fanduel:+120 | bovada:+115 | draftkings:+114,SportsGameOdds
Bryce Harper,bryce harper,BRYCE_HARPER_1_MLB,PHILADELPHIA_PHILLIES_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,2+ TB,1.5,110,espnbet,6,69,espnbet:+110 | draftkings:+105 | bovada:+105 | caesars:+102 | betmgm:+100 | fanduel:-110,SportsGameOdds
Bryson Stott,bryson stott,BRYSON_STOTT_1_MLB,PHILADELPHIA_PHILLIES_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,2+ TB,1.5,170,espnbet,6,39,espnbet:+170 | draftkings:+156 | bovada:+155 | fanduel:+125 | caesars:-182 | betmgm:-190,SportsGameOdds
Byron Buxton,byron buxton,BYRON_BUXTON_1_MLB,MINNESOTA_TWINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,2+ TB,1.5,105,betmgm,6,-2,betmgm:+105 | bovada:+100 | espnbet:+100 | caesars:-102 | draftkings:-102 | fanduel:-115,SportsGameOdds
Cal Raleigh,cal raleigh,CAL_RALEIGH_1_MLB,SEATTLE_MARINERS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,2+ TB,1.5,127,draftkings,6,-64,draftkings:+127 | fanduel:+125 | bovada:-156 | caesars:-159 | betmgm:-160 | espnbet:-160,SportsGameOdds
Caleb Durbin,caleb durbin,CALEB_DURBIN_1_MLB,BOSTON_RED_SOX_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,2+ TB,1.5,200,fanduel,12,-50,fanduel:+200 | fanduel:+190 | draftkings:+175 | draftkings:+160 | betmgm:-140 | espnbet:-165 | betmgm:-165 | espnbet:-165 | bovada:-167 | bovada:-169 | caesars:-170 | caesars:-182,SportsGameOdds
Cam Smith,cam smith,CAM_SMITH_1_MLB,HOUSTON_ASTROS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,2+ TB,1.5,207,draftkings,6,-27,draftkings:+207 | fanduel:+195 | caesars:-138 | betmgm:-140 | espnbet:-140 | bovada:-145,SportsGameOdds
Carlos Narváez,carlos narváez,CARLOS_NARVAEZ_1_MLB,BOSTON_RED_SOX_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,2+ TB,1.5,210,fanduel,12,-36,fanduel:+210 | draftkings:+197 | draftkings:+192 | fanduel:+175 | espnbet:-140 | bovada:-143 | caesars:-145 | espnbet:-150 | betmgm:-150 | betmgm:-160 | bovada:-161 | caesars:-162,SportsGameOdds
Carson Kelly,carson kelly,CARSON_KELLY_1_MLB,CHICAGO_CUBS_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,2+ TB,1.5,151,draftkings,6,-70,draftkings:+151 | fanduel:+135 | bovada:-175 | betmgm:-175 | caesars:-179 | espnbet:-180,SportsGameOdds
Carter Jensen,carter jensen,CARTER_JENSEN_1_MLB,KANSAS_CITY_ROYALS_MLB,Kansas City Royals @ Chicago White Sox,eh92iFxRJBgVtWE9h1zC,2+ TB,1.5,196,draftkings,6,18,draftkings:+196 | fanduel:+170 | betmgm:+100 | bovada:-112 | caesars:-117 | espnbet:-130,SportsGameOdds
Casey Schmitt,casey schmitt,CASEY_SCHMITT_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,2+ TB,1.5,159,draftkings,6,-42,draftkings:+159 | fanduel:+150 | betmgm:-135 | espnbet:-140 | bovada:-141 | caesars:-143,SportsGameOdds
Ceddanne Rafaela,ceddanne rafaela,CEDDANNE_RAFAELA_1_MLB,BOSTON_RED_SOX_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,2+ TB,1.5,155,fanduel,12,114,fanduel:+155 | bovada:+152 | espnbet:+150 | draftkings:+141 | bovada:+141 | caesars:+141 | espnbet:+140 | draftkings:+137 | fanduel:+135 | caesars:+130 | betmgm:+125 | betmgm:-185,SportsGameOdds
Cedric Mullins,cedric mullins,CEDRIC_MULLINS_1_MLB,TAMPA_BAY_RAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,2+ TB,1.5,202,draftkings,12,-22,draftkings:+202 | draftkings:+200 | fanduel:+185 | fanduel:+180 | betmgm:-120 | bovada:-120 | espnbet:-120 | caesars:-124 | bovada:-133 | caesars:-136 | betmgm:-140 | espnbet:-140,SportsGameOdds
Cesar Prieto,cesar prieto,CESAR_PRIETO_1_MLB,STLOUIS_CARDINALS_MLB,Milwaukee Brewers @ St. Louis Cardinals,UIbzimhiEeThfTVmpcqr,2+ TB,1.5,220,fanduel,2,218,fanduel:+220 | draftkings:+215,SportsGameOdds
César Salazar,césar salazar,CESAR_SALAZAR_1_MLB,HOUSTON_ASTROS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,2+ TB,1.5,225,draftkings,1,225,draftkings:+225,SportsGameOdds
Chandler Simpson,chandler simpson,CHANDLER_SIMPSON_1_MLB,TAMPA_BAY_RAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,2+ TB,1.5,140,espnbet,12,129,espnbet:+140 | caesars:+132 | bovada:+132 | bovada:+130 | betmgm:+130 | espnbet:+130 | betmgm:+130 | draftkings:+128 | caesars:+127 | draftkings:+126 | fanduel:+125 | fanduel:+115,SportsGameOdds
Chase Meidroth,chase meidroth,CHASE_MEIDROTH_1_MLB,CHICAGO_WHITE_SOX_MLB,Kansas City Royals @ Chicago White Sox,eh92iFxRJBgVtWE9h1zC,2+ TB,1.5,215,draftkings,6,-42,draftkings:+215 | fanduel:+210 | espnbet:-160 | bovada:-169 | betmgm:-175 | caesars:-176,SportsGameOdds
Christian Walker,christian walker,CHRISTIAN_WALKER_1_MLB,HOUSTON_ASTROS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,2+ TB,1.5,130,espnbet,6,123,espnbet:+130 | betmgm:+130 | bovada:+125 | draftkings:+123 | caesars:+122 | fanduel:+110,SportsGameOdds
Christian Yelich,christian yelich,CHRISTIAN_YELICH_1_MLB,MILWAUKEE_BREWERS_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,2+ TB,1.5,170,fanduel,6,-59,fanduel:+170 | draftkings:+164 | espnbet:-165 | bovada:-172 | betmgm:-175 | caesars:-176,SportsGameOdds
Christopher Morel,christopher morel,CHRISTOPHER_MOREL_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,2+ TB,1.5,140,fanduel,2,-12,fanduel:+140 | bovada:-164,SportsGameOdds
CJ Abrams,cj abrams,CJ_ABRAMS_1_MLB,WASHINGTON_NATIONALS_MLB,Washington Nationals @ Cincinnati Reds,9WCX5PHvY5z4Ssc6Rkjl,2+ TB,1.5,130,espnbet,6,73,espnbet:+130 | draftkings:+125 | bovada:+125 | caesars:+123 | fanduel:+110 | betmgm:-175,SportsGameOdds
Colby Thomas,colby thomas,COLBY_THOMAS_1_MLB,OAKLAND_ATHLETICS_MLB,St. Louis Cardinals @ Athletics,e2nlMFGSQ0jUFI0WGwsy,2+ TB,1.5,140,bovada,6,128,bovada:+140 | draftkings:+137 | espnbet:+130 | caesars:+127 | fanduel:+120 | betmgm:+115,SportsGameOdds
Cole Young,cole young,COLE_YOUNG_1_MLB,SEATTLE_MARINERS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,2+ TB,1.5,176,draftkings,6,-40,draftkings:+176 | fanduel:+155 | bovada:-137 | espnbet:-140 | caesars:-145 | betmgm:-150,SportsGameOdds
Colson Montgomery,colson montgomery,COLSON_MONTGOMERY_1_MLB,CHICAGO_WHITE_SOX_MLB,Kansas City Royals @ Chicago White Sox,eh92iFxRJBgVtWE9h1zC,2+ TB,1.5,146,draftkings,6,-64,draftkings:+146 | fanduel:+125 | bovada:-164 | caesars:-164 | betmgm:-165 | espnbet:-165,SportsGameOdds
Colt Keith,colt keith,COLT_KEITH_1_MLB,DETROIT_TIGERS_MLB,Detroit Tigers @ New York Mets,aGdkSVb1whCl56ULTR5l,2+ TB,1.5,167,draftkings,6,-76,draftkings:+167 | fanduel:+130 | espnbet:-180 | bovada:-182 | caesars:-190 | betmgm:-200,SportsGameOdds
Connor Norby,connor norby,CONNOR_NORBY_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,2+ TB,1.5,140,bovada,6,136,bovada:+140 | espnbet:+140 | betmgm:+140 | draftkings:+139 | caesars:+135 | fanduel:+120,SportsGameOdds
Connor Wong,connor wong,CONNOR_WONG_1_MLB,BOSTON_RED_SOX_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,2+ TB,1.5,200,fanduel,6,-52,fanduel:+200 | draftkings:+174 | espnbet:-160 | bovada:-167 | caesars:-176 | betmgm:-185,SportsGameOdds
Corbin Carroll,corbin carroll,CORBIN_CARROLL_1_MLB,ARIZONA_DIAMONDBACKS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,2+ TB,1.5,115,draftkings,6,110,draftkings:+115 | bovada:+115 | espnbet:+110 | betmgm:+110 | caesars:+109 | fanduel:+100,SportsGameOdds
Corey Seager,corey seager,COREY_SEAGER_1_MLB,TEXAS_RANGERS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,2+ TB,1.5,125,bovada,6,119,bovada:+125 | draftkings:+123 | fanduel:+120 | espnbet:+120 | caesars:+118 | betmgm:+110,SportsGameOdds
Dalton Rushing,dalton rushing,DALTON_RUSHING_1_MLB,LOS_ANGELES_DODGERS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,2+ TB,1.5,156,draftkings,6,-57,draftkings:+156 | fanduel:+125 | bovada:-147 | caesars:-152 | betmgm:-160 | espnbet:-165,SportsGameOdds
Danny Jansen,danny jansen,DANNY_JANSEN_1_MLB,TEXAS_RANGERS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,2+ TB,1.5,210,fanduel,6,-11,fanduel:+210 | draftkings:+202 | espnbet:-115 | bovada:-118 | betmgm:-120 | caesars:-124,SportsGameOdds
Dansby Swanson,dansby swanson,DANSBY_SWANSON_1_MLB,CHICAGO_CUBS_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,2+ TB,1.5,157,draftkings,6,-58,draftkings:+157 | fanduel:+135 | betmgm:-150 | bovada:-161 | caesars:-164 | espnbet:-165,SportsGameOdds
Darell Hernaiz,darell hernaiz,DARELL_HERNAIZ_1_MLB,OAKLAND_ATHLETICS_MLB,St. Louis Cardinals @ Athletics,e2nlMFGSQ0jUFI0WGwsy,2+ TB,1.5,164,draftkings,6,94,draftkings:+164 | espnbet:+150 | caesars:+149 | fanduel:+145 | bovada:+145 | betmgm:-190,SportsGameOdds
Daulton Varsho,daulton varsho,DAULTON_VARSHO_1_MLB,TORONTO_BLUE_JAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,2+ TB,1.5,140,espnbet,6,81,espnbet:+140 | draftkings:+136 | bovada:+135 | caesars:+133 | fanduel:+130 | betmgm:-190,SportsGameOdds
David Hamilton,david hamilton,DAVID_HAMILTON_1_MLB,MILWAUKEE_BREWERS_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,2+ TB,1.5,290,fanduel,12,27,fanduel:+290 | draftkings:+270 | draftkings:+258 | fanduel:+240 | bovada:+103 | caesars:-104 | betmgm:-105 | espnbet:-110 | bovada:-127 | caesars:-129 | espnbet:-130 | betmgm:-135,SportsGameOdds
Daylen Lile,daylen lile,DAYLEN_LILE_1_MLB,WASHINGTON_NATIONALS_MLB,Washington Nationals @ Cincinnati Reds,9WCX5PHvY5z4Ssc6Rkjl,2+ TB,1.5,140,bovada,6,79,bovada:+140 | draftkings:+138 | caesars:+134 | espnbet:+130 | fanduel:+115 | betmgm:-185,SportsGameOdds
Dillon Dingler,dillon dingler,DILLON_DINGLER_1_MLB,DETROIT_TIGERS_MLB,Detroit Tigers @ New York Mets,aGdkSVb1whCl56ULTR5l,2+ TB,1.5,140,espnbet,6,79,espnbet:+140 | caesars:+129 | draftkings:+125 | bovada:+125 | fanduel:+120 | betmgm:-165,SportsGameOdds
Dominic Canzone,dominic canzone,DOMINIC_CANZONE_1_MLB,SEATTLE_MARINERS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,2+ TB,1.5,179,draftkings,6,-34,draftkings:+179 | fanduel:+165 | bovada:-132 | caesars:-134 | betmgm:-140 | espnbet:-140,SportsGameOdds
Drake Baldwin,drake baldwin,DRAKE_BALDWIN_1_MLB,ATLANTA_BRAVES_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,2+ TB,1.5,125,bovada,6,70,bovada:+125 | espnbet:+125 | draftkings:+124 | caesars:+118 | fanduel:+115 | betmgm:-190,SportsGameOdds
Edmundo Sosa,edmundo sosa,EDMUNDO_SOSA_1_MLB,PHILADELPHIA_PHILLIES_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,2+ TB,1.5,197,draftkings,4,-2,draftkings:+197 | fanduel:+170 | betmgm:-185 | caesars:-190,SportsGameOdds
Edouard Julien,edouard julien,EDOUARD_JULIEN_1_MLB,COLORADO_ROCKIES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,2+ TB,1.5,184,draftkings,6,-47,draftkings:+184 | fanduel:+170 | bovada:-154 | betmgm:-155 | caesars:-164 | espnbet:-165,SportsGameOdds
Elly De La Cruz,elly de la cruz,ELLY_DE_LA_CRUZ_1_MLB,CINCINNATI_REDS_MLB,Washington Nationals @ Cincinnati Reds,9WCX5PHvY5z4Ssc6Rkjl,2+ TB,1.5,100,espnbet,6,-42,espnbet:+100 | betmgm:+100 | caesars:-106 | draftkings:-114 | bovada:-115 | fanduel:-120,SportsGameOdds
Ernie Clement,ernie clement,ERNIE_CLEMENT_1_MLB,TORONTO_BLUE_JAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,2+ TB,1.5,161,draftkings,6,91,draftkings:+161 | bovada:+155 | espnbet:+150 | caesars:+146 | fanduel:+135 | betmgm:-200,SportsGameOdds
Evan Carter,evan carter,EVAN_CARTER_1_MLB,TEXAS_RANGERS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,2+ TB,1.5,164,draftkings,6,154,draftkings:+164 | bovada:+161 | espnbet:+160 | fanduel:+155 | caesars:+150 | betmgm:+135,SportsGameOdds
Ezequiel Duran,ezequiel duran,EZEQUIEL_DURAN_1_MLB,TEXAS_RANGERS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,2+ TB,1.5,170,fanduel,6,153,fanduel:+170 | draftkings:+158 | bovada:+158 | caesars:+149 | betmgm:+140 | espnbet:+140,SportsGameOdds
Ezequiel Tovar,ezequiel tovar,EZEQUIEL_TOVAR_1_MLB,COLORADO_ROCKIES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,2+ TB,1.5,200,draftkings,6,-35,draftkings:+200 | fanduel:+165 | betmgm:-140 | bovada:-141 | caesars:-145 | espnbet:-150,SportsGameOdds
Fernando Tatis Jr.,fernando tatis,FERNANDO_TATIS_JR_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,2+ TB,1.5,165,draftkings,6,-54,draftkings:+165 | fanduel:+150 | betmgm:-155 | espnbet:-160 | bovada:-161 | caesars:-164,SportsGameOdds
Freddie Freeman,freddie freeman,FREDDIE_FREEMAN_1_MLB,LOS_ANGELES_DODGERS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,2+ TB,1.5,125,espnbet,6,119,espnbet:+125 | betmgm:+125 | fanduel:+120 | caesars:+118 | bovada:+115 | draftkings:+112,SportsGameOdds
Freddy Fermin,freddy fermin,FREDDY_FERMIN_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,2+ TB,1.5,250,fanduel,4,64,fanduel:+250 | draftkings:+239 | bovada:-115 | betmgm:-120,SportsGameOdds
Gabriel Moreno,gabriel moreno,GABRIEL_MORENO_1_MLB,ARIZONA_DIAMONDBACKS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,2+ TB,1.5,181,draftkings,6,-68,draftkings:+181 | fanduel:+150 | espnbet:-180 | bovada:-182 | betmgm:-190 | caesars:-190,SportsGameOdds
Garrett Mitchell,garrett mitchell,GARRETT_MITCHELL_1_MLB,MILWAUKEE_BREWERS_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,2+ TB,1.5,240,fanduel,12,4,fanduel:+240 | draftkings:+238 | bovada:+178 | draftkings:+172 | fanduel:+160 | bovada:-101 | caesars:-104 | betmgm:-105 | espnbet:-110 | espnbet:-165 | caesars:-173 | betmgm:-185,SportsGameOdds
Gavin Sheets,gavin sheets,GAVIN_SHEETS_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,2+ TB,1.5,210,fanduel,6,-4,fanduel:+210 | draftkings:+206 | bovada:-102 | caesars:-110 | betmgm:-115 | espnbet:-115,SportsGameOdds
George Springer,george springer,GEORGE_SPRINGER_1_MLB,TORONTO_BLUE_JAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,2+ TB,1.5,126,draftkings,6,117,draftkings:+126 | bovada:+125 | espnbet:+120 | caesars:+116 | fanduel:+110 | betmgm:+105,SportsGameOdds
Geraldo Perdomo,geraldo perdomo,GERALDO_PERDOMO_1_MLB,ARIZONA_DIAMONDBACKS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,2+ TB,1.5,162,draftkings,6,152,draftkings:+162 | bovada:+158 | caesars:+150 | fanduel:+150 | espnbet:+150 | betmgm:+140,SportsGameOdds
Ha-Seong Kim,ha-seong kim,HASEONG_KIM_1_MLB,ATLANTA_BRAVES_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,2+ TB,1.5,164,bovada,3,156,bovada:+164 | draftkings:+160 | fanduel:+145,SportsGameOdds
Harrison Bader,harrison bader,HARRISON_BADER_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,2+ TB,1.5,244,draftkings,4,64,draftkings:+244 | fanduel:+220 | bovada:-103 | betmgm:-105,SportsGameOdds
Heliot Ramos,heliot ramos,HELIOT_RAMOS_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,2+ TB,1.5,178,draftkings,6,-35,draftkings:+178 | fanduel:+165 | bovada:-135 | caesars:-137 | betmgm:-140 | espnbet:-140,SportsGameOdds
Henry Davis,henry davis,HENRY_DAVIS_1_MLB,PITTSBURGH_PIRATES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,2+ TB,1.5,201,draftkings,6,-22,draftkings:+201 | fanduel:+200 | espnbet:-130 | bovada:-133 | betmgm:-135 | caesars:-137,SportsGameOdds
Heriberto Hernández,heriberto hernández,HERIBERTO_HERNANDEZ_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,2+ TB,1.5,162,draftkings,2,-8,draftkings:+162 | bovada:-179,SportsGameOdds
Hunter Feduccia,hunter feduccia,HUNTER_FEDUCCIA_1_MLB,TAMPA_BAY_RAYS_MLB,Tampa Bay Rays @ Boston Red Sox,png5Jnyn8noqiLklagdD,2+ TB,1.5,230,fanduel,1,230,fanduel:+230,SportsGameOdds
Hunter Goodman,hunter goodman,HUNTER_GOODMAN_1_MLB,COLORADO_ROCKIES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,2+ TB,1.5,132,bovada,6,72,bovada:+132 | espnbet:+130 | draftkings:+128 | caesars:+124 | fanduel:+105 | betmgm:-190,SportsGameOdds
Ian Happ,ian happ,IAN_HAPP_1_MLB,CHICAGO_CUBS_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,2+ TB,1.5,160,espnbet,6,87,espnbet:+160 | draftkings:+147 | bovada:+141 | caesars:+133 | fanduel:+115 | betmgm:-175,SportsGameOdds
Isaac Collins,isaac collins,ISAAC_COLLINS_1_MLB,KANSAS_CITY_ROYALS_MLB,Kansas City Royals @ Chicago White Sox,eh92iFxRJBgVtWE9h1zC,2+ TB,1.5,217,draftkings,6,-19,draftkings:+217 | fanduel:+190 | bovada:-130 | betmgm:-130 | caesars:-130 | espnbet:-130,SportsGameOdds
Isaac Paredes,isaac paredes,ISAAC_PAREDES_1_MLB,HOUSTON_ASTROS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,2+ TB,1.5,152,bovada,6,88,bovada:+152 | draftkings:+147 | espnbet:+140 | caesars:+137 | fanduel:+135 | betmgm:-185,SportsGameOdds
Ivan Herrera,ivan herrera,IVAN_HERRERA_1_MLB,STLOUIS_CARDINALS_MLB,St. Louis Cardinals @ Athletics,e2nlMFGSQ0jUFI0WGwsy,2+ TB,1.5,155,bovada,12,106,bovada:+155 | espnbet:+150 | caesars:+146 | draftkings:+145 | fanduel:+135 | betmgm:+130 | espnbet:+125 | caesars:+121 | bovada:+120 | draftkings:+117 | fanduel:+115 | betmgm:-190,SportsGameOdds
