player,player_key,player_id,team,game,event_id,market,line,best_odds,best_book,book_count,market_average_odds,all_books,source
Daylen Lile,daylen lile,DAYLEN_LILE_1_MLB,WASHINGTON_NATIONALS_MLB,Washington Nationals @ Cincinnati Reds,9WCX5PHvY5z4Ssc6Rkjl,HR,0.5,900,espnbet,6,772,espnbet:+900 | fanduel:+820 | draftkings:+810 | bovada:+800 | caesars:+700 | betmgm:+600,SportsGameOdds
Dillon Dingler,dillon dingler,DILLON_DINGLER_1_MLB,DETROIT_TIGERS_MLB,Detroit Tigers @ New York Mets,aGdkSVb1whCl56ULTR5l,HR,0.5,525,betmgm,6,481,betmgm:+525 | espnbet:+500 | fanduel:+490 | bovada:+475 | draftkings:+468 | caesars:+425,SportsGameOdds
Dominic Canzone,dominic canzone,DOMINIC_CANZONE_1_MLB,SEATTLE_MARINERS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,HR,0.5,529,draftkings,6,517,draftkings:+529 | espnbet:+525 | betmgm:+525 | fanduel:+520 | bovada:+500 | caesars:+500,SportsGameOdds
Drake Baldwin,drake baldwin,DRAKE_BALDWIN_1_MLB,ATLANTA_BRAVES_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,HR,0.5,525,draftkings,6,490,draftkings:+525 | betmgm:+500 | fanduel:+490 | caesars:+475 | bovada:+475 | espnbet:+475,SportsGameOdds
Edmundo Sosa,edmundo sosa,EDMUNDO_SOSA_1_MLB,PHILADELPHIA_PHILLIES_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,HR,0.5,1020,draftkings,6,933,draftkings:+1020 | bovada:+1000 | espnbet:+1000 | fanduel:+980 | caesars:+850 | betmgm:+750,SportsGameOdds
Edouard Julien,edouard julien,EDOUARD_JULIEN_1_MLB,COLORADO_ROCKIES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,HR,0.5,830,draftkings,6,800,draftkings:+830 | fanduel:+820 | bovada:+800 | espnbet:+800 | betmgm:+800 | caesars:+750,SportsGameOdds
Elly De La Cruz,elly de la cruz,ELLY_DE_LA_CRUZ_1_MLB,CINCINNATI_REDS_MLB,Washington Nationals @ Cincinnati Reds,9WCX5PHvY5z4Ssc6Rkjl,HR,0.5,325,espnbet,6,301,espnbet:+325 | betmgm:+310 | draftkings:+300 | caesars:+290 | fanduel:+290 | bovada:+290,SportsGameOdds
Ernie Clement,ernie clement,ERNIE_CLEMENT_1_MLB,TORONTO_BLUE_JAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,HR,0.5,1200,draftkings,6,1058,draftkings:+1200 | fanduel:+1120 | bovada:+1100 | espnbet:+1100 | caesars:+950 | betmgm:+875,SportsGameOdds
Evan Carter,evan carter,EVAN_CARTER_1_MLB,TEXAS_RANGERS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,HR,0.5,770,draftkings,6,646,draftkings:+770 | fanduel:+680 | bovada:+675 | caesars:+625 | espnbet:+600 | betmgm:+525,SportsGameOdds
Ezequiel Duran,ezequiel duran,EZEQUIEL_DURAN_1_MLB,TEXAS_RANGERS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,HR,0.5,930,draftkings,6,838,draftkings:+930 | fanduel:+920 | bovada:+900 | espnbet:+800 | caesars:+750 | betmgm:+725,SportsGameOdds
Ezequiel Tovar,ezequiel tovar,EZEQUIEL_TOVAR_1_MLB,COLORADO_ROCKIES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,HR,0.5,1000,bovada,6,933,bovada:+1000 | espnbet:+1000 | fanduel:+980 | betmgm:+900 | draftkings:+870 | caesars:+850,SportsGameOdds
Fernando Tatis Jr.,fernando tatis,FERNANDO_TATIS_JR_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,HR,0.5,502,draftkings,6,486,draftkings:+502 | betmgm:+500 | fanduel:+490 | caesars:+475 | bovada:+475 | espnbet:+475,SportsGameOdds
Freddie Freeman,freddie freeman,FREDDIE_FREEMAN_1_MLB,LOS_ANGELES_DODGERS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,HR,0.5,520,fanduel,6,467,fanduel:+520 | bovada:+500 | draftkings:+489 | espnbet:+475 | caesars:+425 | betmgm:+390,SportsGameOdds
Freddy Fermin,freddy fermin,FREDDY_FERMIN_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,HR,0.5,1100,espnbet,6,1013,espnbet:+1100 | betmgm:+1050 | draftkings:+1000 | bovada:+1000 | fanduel:+980 | caesars:+950,SportsGameOdds
Gabriel Moreno,gabriel moreno,GABRIEL_MORENO_1_MLB,ARIZONA_DIAMONDBACKS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,HR,0.5,1000,betmgm,6,901,betmgm:+1000 | espnbet:+900 | draftkings:+900 | fanduel:+880 | bovada:+875 | caesars:+850,SportsGameOdds
Garrett Mitchell,garrett mitchell,GARRETT_MITCHELL_1_MLB,MILWAUKEE_BREWERS_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,HR,0.5,1000,betmgm,12,749,betmgm:+1000 | fanduel:+880 | bovada:+875 | draftkings:+820 | caesars:+750 | fanduel:+730 | bovada:+725 | espnbet:+700 | betmgm:+650 | draftkings:+630 | caesars:+625 | espnbet:+600,SportsGameOdds
Gavin Sheets,gavin sheets,GAVIN_SHEETS_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,HR,0.5,590,fanduel,6,563,fanduel:+590 | draftkings:+585 | bovada:+575 | espnbet:+550 | betmgm:+550 | caesars:+525,SportsGameOdds
George Springer,george springer,GEORGE_SPRINGER_1_MLB,TORONTO_BLUE_JAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,HR,0.5,503,draftkings,6,451,draftkings:+503 | espnbet:+500 | fanduel:+490 | bovada:+475 | caesars:+400 | betmgm:+340,SportsGameOdds
Geraldo Perdomo,geraldo perdomo,GERALDO_PERDOMO_1_MLB,ARIZONA_DIAMONDBACKS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,HR,0.5,1100,draftkings,6,938,draftkings:+1100 | bovada:+1000 | fanduel:+980 | espnbet:+900 | caesars:+850 | betmgm:+800,SportsGameOdds
Ha-Seong Kim,ha-seong kim,HASEONG_KIM_1_MLB,ATLANTA_BRAVES_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,HR,0.5,700,espnbet,5,661,espnbet:+700 | draftkings:+680 | fanduel:+650 | bovada:+650 | caesars:+625,SportsGameOdds
Harrison Bader,harrison bader,HARRISON_BADER_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,HR,0.5,900,betmgm,6,786,betmgm:+900 | draftkings:+800 | fanduel:+790 | bovada:+775 | caesars:+750 | espnbet:+700,SportsGameOdds
Heliot Ramos,heliot ramos,HELIOT_RAMOS_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,HR,0.5,600,espnbet,6,544,espnbet:+600 | draftkings:+575 | fanduel:+540 | bovada:+525 | betmgm:+525 | caesars:+500,SportsGameOdds
Henry Davis,henry davis,HENRY_DAVIS_1_MLB,PITTSBURGH_PIRATES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,HR,0.5,760,fanduel,6,723,fanduel:+760 | bovada:+750 | draftkings:+730 | caesars:+700 | espnbet:+700 | betmgm:+700,SportsGameOdds
Heriberto Hernández,heriberto hernández,HERIBERTO_HERNANDEZ_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,HR,0.5,598,draftkings,2,587,draftkings:+598 | caesars:+575,SportsGameOdds
Hunter Feduccia,hunter feduccia,HUNTER_FEDUCCIA_1_MLB,TAMPA_BAY_RAYS_MLB,Tampa Bay Rays @ Boston Red Sox,png5Jnyn8noqiLklagdD,HR,0.5,1500,fanduel,2,1500,fanduel:+1500 | bovada:+1500,SportsGameOdds
Hunter Goodman,hunter goodman,HUNTER_GOODMAN_1_MLB,COLORADO_ROCKIES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,HR,0.5,425,espnbet,6,400,espnbet:+425 | draftkings:+407 | betmgm:+400 | caesars:+390 | fanduel:+390 | bovada:+390,SportsGameOdds
Ian Happ,ian happ,IAN_HAPP_1_MLB,CHICAGO_CUBS_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,HR,0.5,430,draftkings,6,408,draftkings:+430 | espnbet:+425 | betmgm:+425 | caesars:+390 | fanduel:+390 | bovada:+390,SportsGameOdds
Isaac Collins,isaac collins,ISAAC_COLLINS_1_MLB,KANSAS_CITY_ROYALS_MLB,Kansas City Royals @ Chicago White Sox,eh92iFxRJBgVtWE9h1zC,HR,0.5,900,espnbet,6,803,espnbet:+900 | betmgm:+850 | draftkings:+810 | fanduel:+760 | caesars:+750 | bovada:+750,SportsGameOdds
Isaac Paredes,isaac paredes,ISAAC_PAREDES_1_MLB,HOUSTON_ASTROS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,HR,0.5,541,draftkings,6,491,draftkings:+541 | fanduel:+540 | bovada:+525 | caesars:+475 | espnbet:+475 | betmgm:+390,SportsGameOdds
Ivan Herrera,ivan herrera,IVAN_HERRERA_1_MLB,STLOUIS_CARDINALS_MLB,St. Louis Cardinals @ Athletics,e2nlMFGSQ0jUFI0WGwsy,HR,0.5,900,betmgm,12,601,betmgm:+900 | draftkings:+670 | fanduel:+610 | bovada:+600 | espnbet:+600 | fanduel:+590 | bovada:+575 | caesars:+575 | draftkings:+562 | espnbet:+550 | caesars:+500 | betmgm:+475,SportsGameOdds
J.P. Crawford,jp crawford,JP_CRAWFORD_1_MLB,SEATTLE_MARINERS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,HR,0.5,1060,draftkings,6,893,draftkings:+1060 | fanduel:+920 | bovada:+900 | espnbet:+900 | caesars:+850 | betmgm:+725,SportsGameOdds
J.T. Realmuto,jt realmuto,JT_REALMUTO_1_MLB,PHILADELPHIA_PHILLIES_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,HR,0.5,1000,bovada,6,892,bovada:+1000 | fanduel:+980 | draftkings:+970 | espnbet:+900 | caesars:+750 | betmgm:+750,SportsGameOdds
Jackson Chourio,jackson chourio,JACKSON_CHOURIO_1_MLB,MILWAUKEE_BREWERS_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,HR,0.5,725,betmgm,12,556,betmgm:+725 | draftkings:+710 | fanduel:+650 | bovada:+650 | espnbet:+600 | caesars:+575 | espnbet:+500 | fanduel:+490 | bovada:+475 | draftkings:+471 | caesars:+425 | betmgm:+400,SportsGameOdds
Jackson Merrill,jackson merrill,JACKSON_MERRILL_1_MLB,SAN_DIEGO_PADRES_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,HR,0.5,568,draftkings,6,514,draftkings:+568 | fanduel:+540 | bovada:+525 | caesars:+500 | espnbet:+500 | betmgm:+450,SportsGameOdds
Jacob Young,jacob young,JACOB_YOUNG_1_MLB,WASHINGTON_NATIONALS_MLB,Washington Nationals @ Cincinnati Reds,9WCX5PHvY5z4Ssc6Rkjl,HR,0.5,1600,fanduel,6,1288,fanduel:+1600 | bovada:+1600 | draftkings:+1280 | caesars:+1100 | espnbet:+1100 | betmgm:+1050,SportsGameOdds
Jake Bauers,jake bauers,JAKE_BAUERS_1_MLB,MILWAUKEE_BREWERS_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,HR,0.5,800,betmgm,11,632,betmgm:+800 | draftkings:+760 | fanduel:+710 | caesars:+700 | bovada:+700 | espnbet:+700 | fanduel:+570 | draftkings:+558 | bovada:+550 | caesars:+475 | betmgm:+425,SportsGameOdds
Jake Burger,jake burger,JACOB_BURGER_1_MLB,TEXAS_RANGERS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,HR,0.5,475,espnbet,6,444,espnbet:+475 | fanduel:+470 | bovada:+460 | draftkings:+453 | caesars:+425 | betmgm:+380,SportsGameOdds
Jake Fraley,jake fraley,JAKE_FRALEY_1_MLB,TAMPA_BAY_RAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,HR,0.5,940,draftkings,6,881,draftkings:+940 | fanduel:+920 | espnbet:+900 | bovada:+900 | caesars:+850 | betmgm:+775,SportsGameOdds
Jake McCarthy,jake mccarthy,JAKE_MCCARTHY_1_MLB,COLORADO_ROCKIES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,HR,0.5,1200,fanduel,6,1143,fanduel:+1200 | bovada:+1200 | betmgm:+1200 | draftkings:+1160 | caesars:+1100 | espnbet:+1000,SportsGameOdds
Jakob Marsee,jakob marsee,JAKOB_MARSEE_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,HR,0.5,900,betmgm,6,758,betmgm:+900 | fanduel:+760 | caesars:+750 | bovada:+750 | espnbet:+700 | draftkings:+690,SportsGameOdds
James McCann,james mccann,JAMES_MCCANN_1_MLB,ARIZONA_DIAMONDBACKS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,HR,0.5,950,draftkings,2,900,draftkings:+950 | caesars:+850,SportsGameOdds
James Wood,james wood,JAMES_WOOD_1_MLB,WASHINGTON_NATIONALS_MLB,Washington Nationals @ Cincinnati Reds,9WCX5PHvY5z4Ssc6Rkjl,HR,0.5,375,espnbet,6,358,espnbet:+375 | draftkings:+362 | fanduel:+360 | bovada:+360 | caesars:+350 | betmgm:+340,SportsGameOdds
Jared Triolo,jared triolo,JARED_TRIOLO_1_MLB,PITTSBURGH_PIRATES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,HR,0.5,1200,betmgm,6,1097,betmgm:+1200 | fanduel:+1120 | caesars:+1100 | bovada:+1100 | draftkings:+1060 | espnbet:+1000,SportsGameOdds
Jarren Duran,jarren duran,JARREN_DURAN_1_MLB,BOSTON_RED_SOX_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,HR,0.5,700,espnbet,12,589,espnbet:+700 | draftkings:+690 | fanduel:+680 | bovada:+675 | betmgm:+600 | caesars:+575 | betmgm:+575 | espnbet:+550 | fanduel:+520 | draftkings:+504 | bovada:+500 | caesars:+500,SportsGameOdds
Javier Sanoja,javier sanoja,JAVIER_SANOJA_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,HR,0.5,1050,betmgm,1,1050,betmgm:+1050,SportsGameOdds
Jeff McNeil,jeff mcneil,JEFF_MCNEIL_1_MLB,OAKLAND_ATHLETICS_MLB,St. Louis Cardinals @ Athletics,e2nlMFGSQ0jUFI0WGwsy,HR,0.5,1200,fanduel,6,1095,fanduel:+1200 | bovada:+1200 | draftkings:+1120 | espnbet:+1100 | betmgm:+1000 | caesars:+950,SportsGameOdds
Jesus Rodriguez,jesus rodriguez,JESUS_RODRIGUEZ_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,HR,0.5,1220,draftkings,6,1068,draftkings:+1220 | espnbet:+1200 | fanduel:+1040 | bovada:+1000 | betmgm:+1000 | caesars:+950,SportsGameOdds
Jesús Sánchez,jesús sánchez,JESUS_SANCHEZ_1_MLB,TORONTO_BLUE_JAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,HR,0.5,690,draftkings,6,592,draftkings:+690 | fanduel:+610 | bovada:+600 | caesars:+575 | espnbet:+550 | betmgm:+525,SportsGameOdds
JJ Bleday,jj bleday,JJ_BLEDAY_1_MLB,CINCINNATI_REDS_MLB,Washington Nationals @ Cincinnati Reds,9WCX5PHvY5z4Ssc6Rkjl,HR,0.5,390,fanduel,6,357,fanduel:+390 | bovada:+390 | draftkings:+374 | espnbet:+350 | caesars:+330 | betmgm:+310,SportsGameOdds
Joc Pederson,joc pederson,JOC_PEDERSON_1_MLB,TEXAS_RANGERS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,HR,0.5,590,fanduel,6,529,fanduel:+590 | draftkings:+581 | bovada:+575 | caesars:+500 | espnbet:+500 | betmgm:+425,SportsGameOdds
Joe Mack,joe mack,JOE_MACK_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,HR,0.5,900,betmgm,6,783,betmgm:+900 | fanduel:+820 | bovada:+800 | caesars:+750 | draftkings:+730 | espnbet:+700,SportsGameOdds
Joey Ortiz,joey ortiz,JOEY_ORTIZ_1_MLB,MILWAUKEE_BREWERS_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,HR,0.5,850,betmgm,1,850,betmgm:+850,SportsGameOdds
Joey Wiemer,joey wiemer,JOEY_WIEMER_1_MLB,WASHINGTON_NATIONALS_MLB,Washington Nationals @ Cincinnati Reds,9WCX5PHvY5z4Ssc6Rkjl,HR,0.5,610,fanduel,6,555,fanduel:+610 | bovada:+600 | espnbet:+600 | draftkings:+568 | caesars:+500 | betmgm:+450,SportsGameOdds
Jonathan Aranda,jonathan aranda,JONATHAN_ARANDA_1_MLB,TAMPA_BAY_RAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,HR,0.5,910,draftkings,12,716,draftkings:+910 | espnbet:+900 | fanduel:+880 | bovada:+875 | draftkings:+720 | caesars:+700 | fanduel:+680 | bovada:+675 | espnbet:+600 | caesars:+575 | betmgm:+575 | betmgm:+500,SportsGameOdds
Jonny DeLuca,jonny deluca,JONNY_DELUCA_1_MLB,TAMPA_BAY_RAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,HR,0.5,1000,bovada,8,947,bovada:+1000 | bovada:+1000 | espnbet:+1000 | draftkings:+990 | fanduel:+980 | fanduel:+980 | caesars:+850 | betmgm:+775,SportsGameOdds
Jordan Walker,jordan walker,JORDAN_WALKER_1_MLB,STLOUIS_CARDINALS_MLB,St. Louis Cardinals @ Athletics,e2nlMFGSQ0jUFI0WGwsy,HR,0.5,650,betmgm,12,471,betmgm:+650 | draftkings:+610 | caesars:+575 | fanduel:+540 | bovada:+525 | espnbet:+500 | fanduel:+390 | bovada:+390 | espnbet:+375 | betmgm:+375 | draftkings:+371 | caesars:+350,SportsGameOdds
Jorge Mateo,jorge mateo,JORGE_MATEO_1_MLB,ATLANTA_BRAVES_MLB,Chicago Cubs @ Atlanta Braves,zmLQnKq5pQ9vXZHpJCFP,HR,0.5,960,draftkings,5,853,draftkings:+960 | fanduel:+880 | bovada:+875 | betmgm:+800 | caesars:+750,SportsGameOdds
Jose Altuve,jose altuve,JOSE_ALTUVE_1_MLB,HOUSTON_ASTROS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,HR,0.5,537,draftkings,6,501,draftkings:+537 | espnbet:+525 | fanduel:+520 | bovada:+500 | caesars:+475 | betmgm:+450,SportsGameOdds
Josh Bell,josh bell,JOSHUA_BELL_1_MLB,MINNESOTA_TWINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,HR,0.5,700,betmgm,6,549,betmgm:+700 | espnbet:+550 | caesars:+525 | fanduel:+520 | bovada:+500 | draftkings:+498,SportsGameOdds
Josh Jung,josh jung,JOSH_JUNG_1_MLB,TEXAS_RANGERS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,HR,0.5,550,draftkings,6,516,draftkings:+550 | betmgm:+550 | fanduel:+520 | caesars:+500 | bovada:+500 | espnbet:+475,SportsGameOdds
Josh Naylor,josh naylor,JOSH_NAYLOR_1_MLB,SEATTLE_MARINERS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,HR,0.5,567,draftkings,6,498,draftkings:+567 | fanduel:+540 | bovada:+525 | espnbet:+500 | caesars:+475 | betmgm:+380,SportsGameOdds
Juan Soto,juan soto,JUAN_SOTO_1_MLB,NEW_YORK_METS_MLB,Detroit Tigers @ New York Mets,aGdkSVb1whCl56ULTR5l,HR,0.5,470,fanduel,6,441,fanduel:+470 | draftkings:+464 | bovada:+460 | espnbet:+450 | caesars:+400 | betmgm:+400,SportsGameOdds
Julio Rodríguez,julio rodríguez,JULIO_RODRIGUEZ_1_MLB,SEATTLE_MARINERS_MLB,Seattle Mariners @ Houston Astros,GLtZ31RmCQ7wT445NXwl,HR,0.5,470,fanduel,6,407,fanduel:+470 | bovada:+460 | draftkings:+429 | espnbet:+400 | caesars:+370 | betmgm:+310,SportsGameOdds
Jung Hoo Lee,jung hoo lee,JUNG_HOO_LEE_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,HR,0.5,1080,draftkings,6,952,draftkings:+1080 | bovada:+1000 | espnbet:+1000 | fanduel:+980 | caesars:+850 | betmgm:+800,SportsGameOdds
Junior Caminero,junior caminero,JUNIOR_CAMINERO_1_MLB,TAMPA_BAY_RAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,HR,0.5,440,fanduel,12,372,fanduel:+440 | bovada:+440 | draftkings:+411 | espnbet:+375 | espnbet:+375 | caesars:+370 | draftkings:+367 | fanduel:+360 | bovada:+360 | caesars:+350 | betmgm:+310 | betmgm:+310,SportsGameOdds
Kazuma Okamoto,kazuma okamoto,KAZUMA_OKAMOTO_1_MLB,TORONTO_BLUE_JAYS_MLB,Tampa Bay Rays @ Toronto Blue Jays,hfvdlXay68k08F2DyA3c,HR,0.5,398,draftkings,6,364,draftkings:+398 | espnbet:+375 | fanduel:+360 | bovada:+360 | caesars:+350 | betmgm:+340,SportsGameOdds
Ke'Bryan Hayes,ke'bryan hayes,KEBRYAN_HAYES_1_MLB,CINCINNATI_REDS_MLB,Washington Nationals @ Cincinnati Reds,9WCX5PHvY5z4Ssc6Rkjl,HR,0.5,1020,draftkings,6,871,draftkings:+1020 | espnbet:+900 | fanduel:+880 | bovada:+875 | betmgm:+800 | caesars:+750,SportsGameOdds
Keibert Ruiz,keibert ruiz,KEIBERT_RUIZ_1_MLB,WASHINGTON_NATIONALS_MLB,Washington Nationals @ Cincinnati Reds,9WCX5PHvY5z4Ssc6Rkjl,HR,0.5,1000,espnbet,6,814,espnbet:+1000 | fanduel:+880 | bovada:+875 | draftkings:+830 | caesars:+700 | betmgm:+600,SportsGameOdds
Ketel Marte,ketel marte,KETEL_MARTE_1_MLB,ARIZONA_DIAMONDBACKS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,HR,0.5,426,draftkings,6,405,draftkings:+426 | espnbet:+425 | bovada:+420 | fanduel:+420 | caesars:+390 | betmgm:+350,SportsGameOdds
Kody Clemens,kody clemens,KODY_CLEMENS_1_MLB,MINNESOTA_TWINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,HR,0.5,625,betmgm,6,494,betmgm:+625 | espnbet:+550 | caesars:+475 | fanduel:+440 | bovada:+440 | draftkings:+434,SportsGameOdds
Kyle Karros,kyle karros,KYLE_KARROS_1_MLB,COLORADO_ROCKIES_MLB,Colorado Rockies @ Pittsburgh Pirates,fEtn3RRaeEUtiYmpKR2B,HR,0.5,1240,draftkings,6,1143,draftkings:+1240 | betmgm:+1200 | fanduel:+1120 | bovada:+1100 | caesars:+1100 | espnbet:+1100,SportsGameOdds
Kyle Schwarber,kyle schwarber,KYLE_SCHWARBER_1_MLB,PHILADELPHIA_PHILLIES_MLB,Philadelphia Phillies @ Boston Red Sox,23gDRALOAsa1y24kImKW,HR,0.5,250,betmgm,6,240,betmgm:+250 | draftkings:+242 | espnbet:+240 | fanduel:+235 | caesars:+235 | bovada:+235,SportsGameOdds
Kyle Stowers,kyle stowers,KYLE_STOWERS_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,HR,0.5,400,betmgm,6,369,betmgm:+400 | espnbet:+375 | caesars:+370 | fanduel:+360 | bovada:+360 | draftkings:+349,SportsGameOdds
Kyle Tucker,kyle tucker,KYLE_TUCKER_1_MLB,LOS_ANGELES_DODGERS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,HR,0.5,533,draftkings,6,469,draftkings:+533 | fanduel:+520 | bovada:+500 | espnbet:+475 | caesars:+425 | betmgm:+360,SportsGameOdds
Lane Thomas,lane thomas,LANE_THOMAS_1_MLB,KANSAS_CITY_ROYALS_MLB,Kansas City Royals @ Chicago White Sox,eh92iFxRJBgVtWE9h1zC,HR,0.5,700,espnbet,6,642,espnbet:+700 | fanduel:+680 | bovada:+675 | draftkings:+670 | caesars:+575 | betmgm:+550,SportsGameOdds
Liam Hicks,liam hicks,LIAM_HICKS_1_MLB,MIAMI_MARLINS_MLB,Miami Marlins @ Minnesota Twins,0pKfFJRygIqkDAiziLtP,HR,0.5,900,betmgm,6,718,betmgm:+900 | caesars:+700 | espnbet:+700 | fanduel:+680 | bovada:+675 | draftkings:+650,SportsGameOdds
Lourdes Gurriel Jr.,lourdes gurriel,LOURDES_GURRIEL_JR_1_MLB,ARIZONA_DIAMONDBACKS_MLB,Arizona Diamondbacks @ Texas Rangers,vkPBrqakh6I8g5MslwZk,HR,0.5,890,draftkings,6,777,draftkings:+890 | fanduel:+820 | bovada:+800 | espnbet:+800 | caesars:+700 | betmgm:+650,SportsGameOdds
Luis Arraez,luis arraez,LUIS_ARRAEZ_1_MLB,SAN_FRANCISCO_GIANTS_MLB,San Francisco Giants @ Los Angeles Dodgers,wPt49zIIwlxXYLw2I1u8,HR,0.5,1500,draftkings,6,1275,draftkings:+1500 | fanduel:+1300 | bovada:+1300 | betmgm:+1250 | espnbet:+1200 | caesars:+1100,SportsGameOdds
Luis Rengifo,luis rengifo,LUIS_RENGIFO_1_MLB,MILWAUKEE_BREWERS_MLB,San Diego Padres @ Milwaukee Brewers,yRSrl3zmDmY5LI1HQojR,HR,0.5,1500,betmgm,11,1104,betmgm:+1500 | caesars:+1300 | draftkings:+1260 | fanduel:+1120 | bovada:+1100 | espnbet:+1100 | bovada:+1000 | espnbet:+1000 | fanduel:+980 | draftkings:+930 | caesars:+850,SportsGameOdds
