rank,date,season,name,mlbam,team,opponent,game,game_pk,game_date,game_status,venue,home_away,is_home,pitcher,probable_pitcher,opposing_pitcher,pitcher_mlbam,pitcher_hand,opponent_probable_pitcher,opponent_probable_pitcher_mlbam,team_probable_pitcher,team_probable_pitcher_mlbam,odds,book,implied,score,statcast,barrel_pct,hard_hit_pct,avg_ev,xslg,xwoba,launch_angle,raw_team,raw_game,odds_source_row,weather_boost,weather_match,weather_temp,weather_wind,weather_wind_deg,weather_desc,weather_park,trend,trend_score,hot_score,l5_games,l10_games,l15_games,l5_hr,l10_hr,l15_hr,l5_hits,l10_hits,l5_tb,l10_tb,l5_tbpg,l10_tbpg,l5_hitpg,l10_hitpg,l5_papg,l10_papg,trend_last_game,trend_match_type,pitcher_team,pitcher_status,pitcher_gs,pitcher_ip,pitcher_era,pitcher_whip,pitcher_xfip,pitcher_team_so,pitcher_last3,pitcher_k9,pitcher_bb9,pitcher_hr9,pitcher_attack_score,pitcher_attack_tag,pAtk,pitcher_match_type,park,ballpark,home_team,hr_park_score,parkScore,park_score,park_label,park_note,park_match_type,vegas_game_total,vegas_total_boost,vegas_total_match,vegas_total_source,pitch_type_score,pitch_type_grade,primary_pitch_match,primary_pitch_usage_pct,primary_pitch_hitter_score,primary_pitch_pitcher_weakness,best_hitter_pitch,best_hitter_pitch_score,weakest_pitcher_pitch,weakest_pitcher_pitch_score,pitcher_primary_mix,hitter_pitch_sample,pitcher_pitch_sample,pitch_type_note,bullpen_attack_score,bullpen_grade,bullpen_quality_score,bullpen_quality_grade,bullpen_fatigue_score,bullpen_fatigue_grade,bullpen_total_pitches_last_3,bullpen_innings_last_3,bullpen_pitchers_used_last_3,bullpen_relievers_20_plus,bullpen_relievers_25_plus,bullpen_relievers_30_plus,bullpen_back_to_back_relievers,bullpen_high_usage_relievers,bullpen_era,bullpen_whip,bullpen_hr_per_9,bullpen_k_per_9,bullpen_note,market_score,power_score,statcast_score,pitcher_score,park_score_model,vegas_score,lineup_score,odds_quality_score,final_score,tier
177,2026-05-13,2026,Matt Olson,,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Pre-Game,Truist Park,home,1,Shota Imanaga,Shota Imanaga,Shota Imanaga,684007,L,Shota Imanaga,684007,JR Ritchie,702275,400,DraftKings,20.00,24.92,missing,,,,,,,Atlanta Braves,Chicago Cubs @ Atlanta Braves,"{""player"":""Matt Olson"",""player_key"":""matt olson"",""team"":""Atlanta Braves"",""team_key"":""atlanta braves"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""400"",""book"":""DraftKings"",""consensus_odds"":""385"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+400 | FanDuel:+390 | BetMGM:+380 | Caesars:+350"",""raw_books_seen"":""DraftKings:+400 | FanDuel:+390 | BetMGM:+380 | Caesars:+350 | DraftKings:+400"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago Cubs,probable,8,47.3,2.28,0.93,3.12,7.69,2.45,10.08,2.47,0.76,10.73,AVOID,10.73,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH,7.5,0.0,MATCH,the_odds_api_totals,72.61,STRONG,4-Seam Fastball,34.6,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,Split-Finger 40.9% | 4-Seam Fastball 34.6% | Sweeper 15.4% | Sinker 7.7%,319,286,Matt Olson profiles best against 4-Seam Fastball | Shota Imanaga grades weakest on 4-Seam Fastball | Direct pitch type overlap,38.87,RESPECT,48.91,NEUTRAL,25.01,FRESH,94,6.3,6,1,1,0,0,,3.85,1.21,1.25,8.23,Opponent bullpen RESPECT | Quality NEUTRAL | Fatigue FRESH,100.00,0.00,55.00,35.00,58.00,25.00,50.00,52.00,24.92,LONGSHOT
178,2026-05-13,2026,Brett Baty,,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,823631,2026-05-13T23:10:00Z,Pre-Game,Citi Field,home,1,Framber Valdez,Framber Valdez,Framber Valdez,664285,L,Framber Valdez,664285,Christian Scott,681035,1040,FanDuel,8.77,24.89,missing,,,,,,,New York Mets,Detroit Tigers @ New York Mets,"{""player"":""Brett Baty"",""player_key"":""brett baty"",""team"":""New York Mets"",""team_key"":""new york mets"",""game"":""Detroit Tigers @ New York Mets"",""game_key"":""detroit tigers @ new york mets"",""market"":""HR"",""line"":""0.5"",""odds"":""1040"",""book"":""FanDuel"",""consensus_odds"":""995"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+1040 | DraftKings:+1040 | Caesars:+950 | BetMGM:+900"",""raw_books_seen"":""FanDuel:+1040 | DraftKings:+1040 | Caesars:+950 | BetMGM:+900 | FanDuel:+1040"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Detroit Tigers,probable,8,43.3,4.57,1.41,4.84,7.88,7.43,7.27,3.12,1.04,59.25,LIVE,59.25,MATCH,Citi Field,Citi Field,New York Mets,43.00,43.00,43.00,NEUTRAL,Slight suppressor,MATCH,7.5,0.0,MATCH,the_odds_api_totals,80.82,STRONG,Changeup,24.2,82.0,100.0,4-Seam Fastball,100.0,Sinker,100.0,Sinker 39.9% | Curveball 31.9% | Changeup 24.2% | Slider 3.6%,213,248,Brett Baty profiles best against Changeup | Framber Valdez grades weakest on Sinker,63.19,NEUTRAL,47.02,RESPECT,85.53,EXHAUSTED,215,12.7,10,4,3,2,0,Drew Anderson 39 pitches 1 app | Enmanuel De Jesus 36 pitches 2 app | Ricky Vanasco 38 pitches 1 app,3.99,1.33,0.84,8.68,Opponent bullpen NEUTRAL | Quality RESPECT | Fatigue EXHAUSTED,90.88,0.00,55.00,59.25,43.00,25.00,50.00,52.00,24.89,LONGSHOT
179,2026-05-13,2026,Jorge Mateo,,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Pre-Game,Truist Park,home,1,Shota Imanaga,Shota Imanaga,Shota Imanaga,684007,L,Shota Imanaga,684007,JR Ritchie,702275,960,DraftKings,9.43,24.73,missing,,,,,,,Atlanta Braves,Chicago Cubs @ Atlanta Braves,"{""player"":""Jorge Mateo"",""player_key"":""jorge mateo"",""team"":""Atlanta Braves"",""team_key"":""atlanta braves"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""960"",""book"":""DraftKings"",""consensus_odds"":""840"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+960 | FanDuel:+880 | BetMGM:+800 | Caesars:+750"",""raw_books_seen"":""DraftKings:+960 | FanDuel:+880 | BetMGM:+800 | Caesars:+750 | DraftKings:+960"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Chicago Cubs,probable,8,47.3,2.28,0.93,3.12,7.69,2.45,10.08,2.47,0.76,10.73,AVOID,10.73,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH,7.5,0.0,MATCH,the_odds_api_totals,84.71,ELITE MATCHUP,4-Seam Fastball,34.6,100.0,100.0,4-Seam Fastball,100.0,4-Seam Fastball,100.0,Split-Finger 40.9% | 4-Seam Fastball 34.6% | Sweeper 15.4% | Sinker 7.7%,128,286,Jorge Mateo profiles best against 4-Seam Fastball | Shota Imanaga grades weakest on 4-Seam Fastball | Direct pitch type overlap,38.87,RESPECT,48.91,NEUTRAL,25.01,FRESH,94,6.3,6,1,1,0,0,,3.85,1.21,1.25,8.23,Opponent bullpen RESPECT | Quality NEUTRAL | Fatigue FRESH,99.13,0.00,55.00,35.00,58.00,25.00,50.00,52.00,24.73,LONGSHOT
180,2026-05-13,2026,Alejandro Osuna,,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,822900,2026-05-14T00:05:00Z,Pre-Game,Globe Life Field,home,1,Ryne Nelson,Ryne Nelson,Ryne Nelson,669194,R,Ryne Nelson,669194,Kumar Rocker,677958,1220,DraftKings,7.58,24.70,missing,,,,,,,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,"{""player"":""Alejandro Osuna"",""player_key"":""alejandro osuna"",""team"":""Texas Rangers"",""team_key"":""texas rangers"",""game"":""Arizona Diamondbacks @ Texas Rangers"",""game_key"":""arizona diamondbacks @ texas rangers"",""market"":""HR"",""line"":""0.5"",""odds"":""1220"",""book"":""DraftKings"",""consensus_odds"":""1060"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1220 | FanDuel:+1120 | BetMGM:+1000 | Caesars:+950"",""raw_books_seen"":""DraftKings:+1220 | FanDuel:+1120 | BetMGM:+1000 | Caesars:+950 | DraftKings:+1220"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Arizona Diamondbacks,probable,8,38.0,5.68,1.26,4.83,8.85,4.15,8.29,3.32,1.89,69.33,LIVE,69.33,MATCH,Globe Life Field,Globe Life Field,Texas Rangers,56.00,56.00,56.00,SLIGHT_BOOST,Slight HR boost,MATCH,8.0,2.0,MATCH,the_odds_api_totals,91.05,ELITE MATCHUP,Curveball,5.1,96.7,100.0,Curveball,96.7,4-Seam Fastball,100.0,4-Seam Fastball 61.0% | Slider 13.4% | Cutter 9.7% | Sinker 9.0%,146,277,Alejandro Osuna profiles best against Curveball | Ryne Nelson grades weakest on 4-Seam Fastball,47.43,RESPECT,57.64,NEUTRAL,33.33,FRESH,95,6.7,6,1,1,1,0,Brandon Pfaadt 39 pitches 1 app,4.46,1.30,1.20,7.60,Opponent bullpen RESPECT | Quality NEUTRAL | Fatigue FRESH,76.00,0.00,55.00,69.33,56.00,37.50,50.00,52.00,24.70,LONGSHOT
181,2026-05-13,2026,Ernie Clement,,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Pre-Game,Rogers Centre,home,1,Griffin Jax,Griffin Jax,Griffin Jax,643377,R,Griffin Jax,643377,Dylan Cease,656302,1200,DraftKings,7.69,24.70,missing,,,,,,,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Ernie Clement"",""player_key"":""ernie clement"",""team"":""Toronto Blue Jays"",""team_key"":""toronto blue jays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""1200"",""book"":""DraftKings"",""consensus_odds"":""1035"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1200 | FanDuel:+1120 | Caesars:+950 | BetMGM:+875"",""raw_books_seen"":""DraftKings:+1200 | FanDuel:+1120 | Caesars:+950 | BetMGM:+875 | DraftKings:+1200"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Tampa Bay Rays,probable,3,18.0,5.00,1.44,5.39,6.98,2.00,8.50,5.00,1.50,67.84,LIVE,67.84,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,7.5,0.0,MATCH,the_odds_api_totals,80.75,STRONG,4-Seam Fastball,30.4,78.3,100.0,Changeup,100.0,4-Seam Fastball,100.0,4-Seam Fastball 30.4% | Changeup 18.5% | Sinker 17.0% | Sweeper 17.0%,209,135,Ernie Clement profiles best against 4-Seam Fastball | Griffin Jax grades weakest on 4-Seam Fastball,63.48,NEUTRAL,40.66,RESPECT,95.00,EXHAUSTED,195,11.3,11,4,2,1,2,Garrett Cleavinger 37 pitches 2 app | Kevin Kelly 38 pitches 2 app | Bryan Baker 26 pitches 2 app | Ian Seymour 34 pitches 2 app,3.48,1.15,1.02,7.90,Opponent bullpen NEUTRAL | Quality RESPECT | Fatigue EXHAUSTED,77.38,0.00,55.00,67.84,62.00,25.00,50.00,52.00,24.70,LONGSHOT
182,2026-05-13,2026,Vidal Bruján,,New York Mets,Detroit Tigers,Detroit Tigers @ New York Mets,823631,2026-05-13T23:10:00Z,Pre-Game,Citi Field,home,1,Framber Valdez,Framber Valdez,Framber Valdez,664285,L,Framber Valdez,664285,Christian Scott,681035,1050,BetMGM,8.70,24.70,missing,,,,,,,New York Mets,Detroit Tigers @ New York Mets,"{""player"":""Vidal Bruján"",""player_key"":""vidal brujan"",""team"":""New York Mets"",""team_key"":""new york mets"",""game"":""Detroit Tigers @ New York Mets"",""game_key"":""detroit tigers @ new york mets"",""market"":""HR"",""line"":""0.5"",""odds"":""1050"",""book"":""BetMGM"",""consensus_odds"":""1000"",""trusted_books_count"":""3"",""trusted_books"":""BetMGM:+1050 | DraftKings:+1000 | Caesars:+950"",""raw_books_seen"":""BetMGM:+1050 | DraftKings:+1000 | Caesars:+950"",""removed_outliers"":""0"",""odds_quality"":""NORMAL_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Detroit Tigers,probable,8,43.3,4.57,1.41,4.84,7.88,7.43,7.27,3.12,1.04,59.25,LIVE,59.25,MATCH,Citi Field,Citi Field,New York Mets,43.00,43.00,43.00,NEUTRAL,Slight suppressor,MATCH,7.5,0.0,MATCH,the_odds_api_totals,50.00,NEUTRAL,,,,,4-Seam Fastball,45.2,Sinker,100.0,Sinker 39.9% | Curveball 31.9% | Changeup 24.2% | Slider 3.6%,14,248,Framber Valdez grades weakest on Sinker,63.19,NEUTRAL,47.02,RESPECT,85.53,EXHAUSTED,215,12.7,10,4,3,2,0,Drew Anderson 39 pitches 1 app | Enmanuel De Jesus 36 pitches 2 app | Ricky Vanasco 38 pitches 1 app,3.99,1.33,0.84,8.68,Opponent bullpen NEUTRAL | Quality RESPECT | Fatigue EXHAUSTED,90.00,0.00,55.00,59.25,43.00,25.00,50.00,52.00,24.70,LONGSHOT
183,2026-05-13,2026,Cedric Mullins,,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Pre-Game,Rogers Centre,away,0,Dylan Cease,Dylan Cease,Dylan Cease,656302,R,Dylan Cease,656302,Griffin Jax,643377,980,FanDuel,9.26,24.61,missing,,,,,,,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Cedric Mullins"",""player_key"":""cedric mullins"",""team"":""Tampa Bay Rays"",""team_key"":""tampa bay rays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""980"",""book"":""FanDuel"",""consensus_odds"":""940"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+980 | DraftKings:+980 | BetMGM:+900 | Caesars:+850"",""raw_books_seen"":""FanDuel:+980 | DraftKings:+980 | BetMGM:+900 | Caesars:+850 | DraftKings:+740 | FanDuel:+710 | Caesars:+700 | BetMGM:+650"",""removed_outliers"":""4"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Toronto Blue Jays,probable,8,45.3,2.58,1.24,2.77,6.99,3.20,13.10,3.57,0.20,16.95,AVOID,16.95,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,7.5,0.0,MATCH,the_odds_api_totals,80.33,STRONG,Changeup,13.5,99.7,92.8,Changeup,99.7,Sinker,100.0,Slider 33.2% | 4-Seam Fastball 31.9% | Changeup 13.5% | Sinker 9.7%,163,310,Cedric Mullins profiles best against Changeup | Dylan Cease grades weakest on Sinker,68.47,LIVE,49.25,NEUTRAL,95.00,EXHAUSTED,278,16.0,11,5,4,2,1,Tommy Nance 40 pitches 2 app | Eric Lauer 80 pitches 1 app | Braydon Fisher 43 pitches 2 app,4.19,1.30,1.04,9.06,Opponent bullpen LIVE | Quality NEUTRAL | Fatigue EXHAUSTED,97.00,0.00,55.00,35.00,62.00,25.00,50.00,52.00,24.61,LONGSHOT
184,2026-05-13,2026,Nico Hoerner,,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Pre-Game,Truist Park,away,0,JR Ritchie,JR Ritchie,JR Ritchie,702275,R,JR Ritchie,702275,Shota Imanaga,684007,1280,DraftKings,7.25,24.55,missing,,,,,,,Chicago Cubs,Chicago Cubs @ Atlanta Braves,"{""player"":""Nico Hoerner"",""player_key"":""nico hoerner"",""team"":""Chicago Cubs"",""team_key"":""chicago cubs"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""1280"",""book"":""DraftKings"",""consensus_odds"":""1180"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1280 | FanDuel:+1260 | Caesars:+1100 | BetMGM:+1000"",""raw_books_seen"":""DraftKings:+1280 | FanDuel:+1260 | Caesars:+1100 | BetMGM:+1000"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Atlanta Braves,probable,3,17.3,3.63,1.50,6.63,7.69,3.63,6.75,6.23,2.08,78.23,ATTACK,78.23,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH,7.5,0.0,MATCH,the_odds_api_totals,84.64,ELITE MATCHUP,Curveball,25.7,100.0,100.0,Curveball,100.0,Changeup,100.0,Curveball 25.7% | 4-Seam Fastball 25.7% | Changeup 16.9% | Sinker 14.5%,247,249,Nico Hoerner profiles best against Curveball | JR Ritchie grades weakest on Changeup,40.42,RESPECT,35.99,RESPECT,46.53,NORMAL,116,8.3,6,2,2,2,0,Raisel Iglesias 19 pitches 2 app | Didier Fuentes 36 pitches 1 app,3.11,1.15,1.01,8.88,Opponent bullpen RESPECT | Quality RESPECT | Fatigue NORMAL,71.88,0.00,55.00,78.23,58.00,25.00,50.00,52.00,24.55,LONGSHOT
185,2026-05-13,2026,Edmundo Sosa,,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,824763,2026-05-13T22:45:00Z,Pre-Game,Fenway Park,away,0,Sonny Gray,Sonny Gray,Sonny Gray,543243,R,Sonny Gray,543243,Andrew Painter,691725,1020,DraftKings,8.93,24.54,missing,,,,,,,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,"{""player"":""Edmundo Sosa"",""player_key"":""edmundo sosa"",""team"":""Philadelphia Phillies"",""team_key"":""philadelphia phillies"",""game"":""Philadelphia Phillies @ Boston Red Sox"",""game_key"":""philadelphia phillies @ boston red sox"",""market"":""HR"",""line"":""0.5"",""odds"":""1020"",""book"":""DraftKings"",""consensus_odds"":""915"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1020 | FanDuel:+980 | Caesars:+850 | BetMGM:+750"",""raw_books_seen"":""DraftKings:+1020 | FanDuel:+980 | Caesars:+850 | BetMGM:+750 | DraftKings:+1020"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Boston Red Sox,probable,6,28.0,3.54,1.29,5.05,7.95,4.63,4.82,2.25,0.96,44.83,NEUTRAL,44.83,MATCH,Fenway Park,Fenway Park,Boston Red Sox,52.00,52.00,52.00,NEUTRAL,Neutral HR environment,MATCH,7.8,0.0,MATCH,the_odds_api_totals,80.55,STRONG,4-Seam Fastball,11.4,100.0,85.1,4-Seam Fastball,100.0,Cutter,96.1,Cutter 30.0% | Curveball 21.4% | Sinker 18.6% | Sweeper 11.4%,97,70,Edmundo Sosa profiles best against 4-Seam Fastball | Sonny Gray grades weakest on Cutter,56.19,NEUTRAL,51.90,NEUTRAL,62.12,WATCH,177,12.0,8,1,1,1,0,Zack Kelly 27 pitches 2 app | Tyler Samaniego 21 pitches 2 app | Brayan Bello 88 pitches 1 app,3.95,1.28,1.19,8.12,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue WATCH,92.88,0.00,55.00,44.83,52.00,32.50,50.00,52.00,24.54,LONGSHOT
186,2026-05-13,2026,Jonny DeLuca,,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Pre-Game,Rogers Centre,away,0,Dylan Cease,Dylan Cease,Dylan Cease,656302,R,Dylan Cease,656302,Griffin Jax,643377,990,DraftKings,9.17,24.37,missing,,,,,,,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Jonny DeLuca"",""player_key"":""jonny deluca"",""team"":""Tampa Bay Rays"",""team_key"":""tampa bay rays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""990"",""book"":""DraftKings"",""consensus_odds"":""915"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+990 | FanDuel:+980 | Caesars:+850 | BetMGM:+775"",""raw_books_seen"":""DraftKings:+990 | FanDuel:+980 | FanDuel:+980 | Caesars:+850 | BetMGM:+775"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Toronto Blue Jays,probable,8,45.3,2.58,1.24,2.77,6.99,3.20,13.10,3.57,0.20,16.95,AVOID,16.95,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,7.5,0.0,MATCH,the_odds_api_totals,77.89,STRONG,Sinker,9.7,92.0,100.0,Sinker,92.0,Sinker,100.0,Slider 33.2% | 4-Seam Fastball 31.9% | Changeup 13.5% | Sinker 9.7%,168,310,Jonny DeLuca profiles best against Sinker | Dylan Cease grades weakest on Sinker | Direct pitch type overlap,68.47,LIVE,49.25,NEUTRAL,95.00,EXHAUSTED,278,16.0,11,5,4,2,1,Tommy Nance 40 pitches 2 app | Eric Lauer 80 pitches 1 app | Braydon Fisher 43 pitches 2 app,4.19,1.30,1.04,9.06,Opponent bullpen LIVE | Quality NEUTRAL | Fatigue EXHAUSTED,95.88,0.00,55.00,35.00,62.00,25.00,50.00,52.00,24.37,LONGSHOT
187,2026-05-13,2026,Nick Gonzales,,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,823386,2026-05-13T22:40:00Z,Pre-Game,PNC Park,home,1,Jose Quintana,Jose Quintana,Jose Quintana,500779,L,Jose Quintana,500779,Mitch Keller,656605,1080,DraftKings,8.47,24.35,missing,,,,,,,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,"{""player"":""Nick Gonzales"",""player_key"":""nick gonzales"",""team"":""Pittsburgh Pirates"",""team_key"":""pittsburgh pirates"",""game"":""Colorado Rockies @ Pittsburgh Pirates"",""game_key"":""colorado rockies @ pittsburgh pirates"",""market"":""HR"",""line"":""0.5"",""odds"":""1080"",""book"":""DraftKings"",""consensus_odds"":""995"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1080 | FanDuel:+1040 | Caesars:+950 | BetMGM:+875"",""raw_books_seen"":""DraftKings:+1080 | FanDuel:+1040 | Caesars:+950 | BetMGM:+875 | DraftKings:+1080"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Colorado Rockies,probable,6,30.0,3.90,1.33,6.08,8.73,2.12,4.20,3.90,1.50,59.23,LIVE,59.23,MATCH,PNC Park,PNC Park,Pittsburgh Pirates,39.00,39.00,39.00,SUPPRESSOR,HR suppressor,MATCH,8.0,2.0,MATCH,the_odds_api_totals,80.20,STRONG,4-Seam Fastball,28.2,100.0,86.2,4-Seam Fastball,100.0,Slurve,100.0,4-Seam Fastball 28.2% | Curveball 21.2% | Slurve 17.1% | Sinker 16.7%,279,245,Nick Gonzales profiles best against 4-Seam Fastball | Jose Quintana grades weakest on Slurve,56.06,NEUTRAL,68.98,LIVE,38.22,NORMAL,112,6.0,6,4,2,0,0,Seth Halvorsen 34 pitches 2 app,4.81,1.42,1.43,7.70,Opponent bullpen NEUTRAL | Quality LIVE | Fatigue NORMAL,87.13,0.00,55.00,59.23,39.00,37.50,50.00,52.00,24.35,LONGSHOT
